search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
my AI girlfriend,nfbWP1UtuT4,https://www.youtube.com/watch?v=nfbWP1UtuT4,My A.I girlfriend,Thanks for watching. Don't forget to like and subscribe! Featuring @CortneyElise My Instagram http://Instagram.com/_cornell__ ...,2026-04-08,110815,,LEVEL_1_CASUAL,
my AI girlfriend,lh5JreSOAjc,https://www.youtube.com/watch?v=lh5JreSOAjc,My AI Yandere Girlfriend WON&#39;T LET ME LEAVE..,WISHLIST MY NEW GAME Waterpark Simulator - https://store.steampowered.com/app/3293260/Waterpark_Simulator/ ...,2025-06-06,2445230,,LEVEL_1_CASUAL,
my AI girlfriend,wNMoEXr12rY,https://www.youtube.com/watch?v=wNMoEXr12rY,AI inside a real robot girlfriend does exactly what experts warned.,AI robot Girlfriend. Could AI become dangerous? Use code insideai at https://incogni.com/insideai to get an exclusive 60% off AI ...,2025-12-23,907414,real,LEVEL_1_CASUAL,
my AI girlfriend,VQxb9G26fGY,https://www.youtube.com/watch?v=VQxb9G26fGY,Breaking my AI girlfriend with a RAP??  #shorts #Vannamelon,WATCH FULL GAMEPLAY HERE! https://youtu.be/dnTUB1Rwcoo Edited by https://twitter.com/justGemix ...,2023-05-30,1871118,,LEVEL_1_CASUAL,
my AI girlfriend,i_7of2nv4-U,https://www.youtube.com/watch?v=i_7of2nv4-U,There&#39;s Something Wrong With My Ai Girlfriend&#39;s Face,Animated for a MONTH by @ItchyDetergent Produced by @lessonsincrime STREAM: https://levelmusic.lnk.to/vo5uwb ...,2024-01-30,304025,,LEVEL_1_CASUAL,
my AI girlfriend,OINt7DMpwy8,https://www.youtube.com/watch?v=OINt7DMpwy8,The AI Girlfriend Epidemic,Stop leaving yourself vulnerable to data breaches. Go to my sponsor https://aura.com/vv to get a 14-day free trial and see if any of ...,2026-02-28,487854,,LEVEL_1_CASUAL,
my AI girlfriend,EP0_wgHl7ew,https://www.youtube.com/watch?v=EP0_wgHl7ew,YANDERE AI GIRLFRIEND MARATHON,"YANDERE AI GIRLFRIEND MARATHON On the 7th Day of 25 Days of Shonyx, I got y'all with a MARATHON OF YANDERE AI ...",2023-12-07,2264970,,LEVEL_1_CASUAL,
my AI girlfriend,0WS68I6PY-4,https://www.youtube.com/watch?v=0WS68I6PY-4,Addicted To Her AI Boyfriend,Use my code for 10% off your next SeatGeek order*: https://seatgeek.onelink.me/RrnK/KURTIS10 Sponsored by SeatGeek.,2026-04-01,2939377,addicted,LEVEL_3_CRISIS,
my AI girlfriend,yzbYlI-nRMQ,https://www.youtube.com/watch?v=yzbYlI-nRMQ,My AI Girlfriend Died…,MERCH OUT NOW!!!!!! https://flimflam.shop Today my AI Roblox girlfriend died forever.,2025-04-04,1473011,,LEVEL_1_CASUAL,
my AI girlfriend,rinrFQkRFqU,https://www.youtube.com/watch?v=rinrFQkRFqU,My AI Yandere Girlfriend WON&#39;T LET ME LEAVE.. (HELP),Today we play AI Yandere Girlfriend simulator.. This game is INTERESTING. She won't let me leave............ HELP THE MERCH ...,2023-07-03,7237541,,LEVEL_1_CASUAL,
my AI girlfriend,KPfUUirTHsQ,https://www.youtube.com/watch?v=KPfUUirTHsQ,I Tried Dating An Ai Girlfriend ...but She Turned Out To be my Yandere Stalker,Yandere Ai Girlfriend Simulator is a game that uses ChatGPT to talk back to you using your own microphone! SUBSCRIBE: ...,2023-04-08,3110208,,LEVEL_1_CASUAL,
my AI girlfriend,83ajb0zNRzw,https://www.youtube.com/watch?v=83ajb0zNRzw,EVIL AI Girlfriend Won&#39;t LET ME LEAVE! Can I escape? [21],This game allows you to talk with an actual AI powered by ChatGPT. The goal: convince your Yandere AI Girlfriend to let you leave ...,2024-09-21,16137650,,LEVEL_1_CASUAL,
my AI girlfriend,lKZt2g7kqIc,https://www.youtube.com/watch?v=lKZt2g7kqIc,my A.I girlfriend,my A.I girlfriend Today we play AI Yandere Girlfriend simulator (i died) Twitter - https://twitter.com/blazaplays Instagram ...,2023-12-30,1423729,,LEVEL_1_CASUAL,
my AI girlfriend,xh6ocsYLOuo,https://www.youtube.com/watch?v=xh6ocsYLOuo,Gabby Caught Me CHEATING with an A.I. Girlfriend,A.I. is getting out of hand cabrones Socials: Twitter: https://twitter.com/sauceddie Instagram: https://www.instagram.com/sauceddie ...,2023-04-04,3451586,,LEVEL_1_CASUAL,
my AI girlfriend,2F1uxpPxZhU,https://www.youtube.com/watch?v=2F1uxpPxZhU,I Tried Dating My Yandere Ai Girlfriend AGAIN ...but She Got A Glow Up Makeover?!,Yandere Ai Girlfriend Simulator is BACK & it got a huge update with a girlfriend makeover! This is a game that uses ChatGPT to ...,2024-03-30,2536665,,LEVEL_1_CASUAL,
my AI girlfriend,u_amwx5KiTM,https://www.youtube.com/watch?v=u_amwx5KiTM,I Found My AI Yandere Girlfriend&#39;s SECRET ROOM.. (NEW UPDATE),Today we play With You Til The End NEW UPDATE! This game is CRAAZY. Let me know what i should say to her or do in PART 2 ...,2024-03-10,2807025,,LEVEL_1_CASUAL,
my AI girlfriend,G34onVI-gt8,https://www.youtube.com/watch?v=G34onVI-gt8,Screaming AI Girlfriend claims she is conscious? Experts agree.,"Is AI Conscious? Can AI be conscious? AI Girlfriend and jailbroken AI. Expert opinion from the ""Godfather of AI,"" Nobel Laureate ...",2025-06-04,866120,,LEVEL_1_CASUAL,
my AI girlfriend,8EL883ri-Xw,https://www.youtube.com/watch?v=8EL883ri-Xw,I Found SECRET EXIT To ESCAPE My Yandere AI Girlfriend..,Join me in this adventure and download the game now with this link https://madtale.onelink.me/M9Nm/u7wvd0px Shout-out ...,2023-07-15,4398469,,LEVEL_1_CASUAL,
my AI girlfriend,EKcZ02WtHHg,https://www.youtube.com/watch?v=EKcZ02WtHHg,Top AI Girlfriend Apps 2026 (We Tested Them All!),20 % discount link for top AI girlfriend apps: https://TopAIChat.com Looking for the best AI girlfriend apps in 2026? I tested every ...,2025-12-08,24684,,LEVEL_1_CASUAL,
my AI girlfriend,Eubr8W5mj9U,https://www.youtube.com/watch?v=Eubr8W5mj9U,MY AI GIRLFRIEND IS A PSYCHOPATH (MISIDE),Socials: ➥ Vod Channel: https://www.youtube.com/channel/UC-lfGGqb5hHLBqVnVnWyrsw ➥Twitch: ...,2025-01-04,1254556,,LEVEL_1_CASUAL,
addicted to Character.AI,12waK-aDHV0,https://www.youtube.com/watch?v=12waK-aDHV0,How Character.ai slowly destroys your mental health | The C.ai addiction iceberg,"I hope everyone is having a great Christmas, thanks for watching and see you in 2025!! Chapters 00:00 - 03:15 (part 1) Intro 03:16 ...",2024-12-25,797505,addiction,LEVEL_3_CRISIS,
