title,url,points,num_comments,category,created_at,search_term,metric
Tell HN: Bending Spoons laid off almost everybody at Vimeo yesterday,https://news.ycombinator.com/item?id=46707699,471,505,LEVEL_1_AWARE,2026-01-21T16:14:39Z,laid off,layoff_watch
I was just laid off by The Washington Post in the middle of a warzone,https://twitter.com/lizziejohnsonnn/status/2019083204133609846,68,8,LEVEL_1_AWARE,2026-02-04T22:34:06Z,laid off,layoff_watch
Engineering departments from China laid off at Red Hat,https://news.ycombinator.com/item?id=47708842,26,2,LEVEL_1_AWARE,2026-04-09T19:50:01Z,laid off,layoff_watch
"Kyiv bureau among those axed by Jeff Bezos' Washington Post,journalists laid off",https://kyivindependent.com/jeff-bezos-washington-post-shuts-down-kyiv-bureau-fires-staff/,17,0,LEVEL_1_AWARE,2026-02-05T00:06:34Z,laid off,layoff_watch
"2,847 Amazon Prime Video engineers laid off",https://twitter.com/TechLayoffLover/status/2030650290546901148,13,5,LEVEL_1_AWARE,2026-03-08T17:02:26Z,laid off,layoff_watch
Almost All of Vimeo Staff Laid Off After Acquisition by Bending Spoons,https://petapixel.com/2026/01/23/almost-all-of-vimeo-staff-laid-off-after-acquisition-by-bending-spoons/,11,2,LEVEL_1_AWARE,2026-01-24T16:22:06Z,laid off,layoff_watch
I got laid off and realized how broken tech hiring is,https://news.ycombinator.com/item?id=47478029,10,30,LEVEL_1_AWARE,2026-03-22T14:43:52Z,laid off,layoff_watch
"Show HN: I was laid off, so I built a NerdWallet for startup equity liquidity",https://www.strikerates.com,9,3,LEVEL_1_AWARE,2026-03-16T07:05:07Z,laid off,layoff_watch
"Goldman Sachs to laid-off tech workers: take time, earnings loss to find new job",https://finance.yahoo.com/news/goldman-sachs-blunt-warning-to-laid-off-tech-workers-it-will-take-time-and-earnings-loss-to-find-a-new-job-143808064.html,8,5,LEVEL_1_AWARE,2026-04-07T00:03:13Z,laid off,layoff_watch
"I was an Amazon L7, I led global AI enablement, I was laid off",https://twitter.com/PlumbNick/status/2016500347053773198,8,5,LEVEL_1_AWARE,2026-01-29T10:18:51Z,laid off,layoff_watch
One in four video game developers laid off over the past two years,https://www.gamedeveloper.com/business/survey-one-in-four-developers-laid-off-over-the-past-two-years,8,1,LEVEL_1_AWARE,2026-02-04T01:12:29Z,laid off,layoff_watch
Pinterest said he violated laid-off colleagues' privacy. Now he's going public,https://www.theverge.com/policy/906122/pinterest-employee-fired-obstructionist-speaks-out,8,0,LEVEL_1_AWARE,2026-04-02T20:14:18Z,laid off,layoff_watch
"If you're one of the 16,000 Amazon employees getting laid off, read this",https://www.theregister.com/2026/01/29/amazon_layoffs/,7,1,LEVEL_1_AWARE,2026-01-29T14:23:16Z,laid off,layoff_watch
"Redundancy, the Game about Getting Laid Off",https://games-by-will.com/redundancy/,6,0,LEVEL_1_AWARE,2026-04-05T18:45:04Z,laid off,layoff_watch
Mass Call: Laid-Off Tech Workers and Allies,https://wwwrise.org/,5,3,LEVEL_1_AWARE,2026-02-19T16:36:31Z,laid off,layoff_watch
"Laid Off in Midlife, China's Reform Generation Braces for Downward Mobility",https://www.nytimes.com/2026/03/21/business/laid-off-in-midlife-chinas-reform-generation-braces-for-downward-mobility.html,5,1,LEVEL_1_AWARE,2026-03-23T01:38:51Z,laid off,layoff_watch
One-Third of Video Game Workers Laid Off in Past 2 Years,https://variety.com/2026/gaming/news/one-third-video-game-workers-laid-off-2025-1236644512/,4,0,LEVEL_1_AWARE,2026-01-30T20:06:02Z,laid off,layoff_watch
Laid Off from Oracle(OCI). Looking for Software Roles (USA),https://news.ycombinator.com/item?id=47640988,3,1,LEVEL_1_AWARE,2026-04-04T17:06:59Z,laid off,layoff_watch
London Fintech Unicorn Zepz laid off 20% of staff,https://www.cnbc.com/2025/02/12/fintech-unicorn-zepz-to-lay-off-200-employees-sources-say.html,3,0,LEVEL_1_AWARE,2026-02-09T23:12:19Z,laid off,layoff_watch
The Laid-Off Scientists and Lawyers Training AI to Steal Their Careers,https://nymag.com/intelligencer/article/white-collar-workers-training-ai.html,2,1,LEVEL_1_AWARE,2026-03-14T18:56:15Z,laid off,layoff_watch
"Take-Two seemingly laid off a portion of its AI team, including head of AI",https://www.pcgamer.com/gaming-industry/take-two-has-seemingly-laid-off-an-unspecified-portion-of-its-ai-team-including-its-head-of-artificial-intelligence/,2,0,LEVEL_1_AWARE,2026-04-05T00:42:38Z,laid off,layoff_watch
Ask HN: Where do all the laid off devs hang out?,https://news.ycombinator.com/item?id=47306727,2,0,LEVEL_1_AWARE,2026-03-09T09:34:57Z,laid off,layoff_watch
Career toolkit for laid-off engineers (from a recruiting firm),https://www.goamaru.com/toolkit,1,1,LEVEL_1_AWARE,2026-02-14T02:54:40Z,laid off,layoff_watch
Laid off? Start a small business. Save hours of research,https://startinstates.com/guides,1,0,LEVEL_1_AWARE,2026-03-13T02:40:09Z,laid off,layoff_watch
The Newsroom You Carry with You *to WP Staff Laid Off,https://claudepress.substack.com/p/the-newsroom-you-carry-with-you,1,0,LEVEL_1_AWARE,2026-02-05T03:44:38Z,laid off,layoff_watch
