title,url,points,num_comments,category,created_at,search_term,metric
Creators of Tailwind laid off 75% of their engineering team,https://github.com/tailwindlabs/tailwindcss.com/pull/2388,1457,840,LEVEL_1_AWARE,2026-01-07T16:02:19Z,laid off,layoff_watch
Tell HN: Bending Spoons laid off almost everybody at Vimeo yesterday,https://news.ycombinator.com/item?id=46707699,471,505,LEVEL_1_AWARE,2026-01-21T16:14:39Z,laid off,layoff_watch
I was just laid off by The Washington Post in the middle of a warzone,https://twitter.com/lizziejohnsonnn/status/2019083204133609846,68,8,LEVEL_1_AWARE,2026-02-04T22:34:06Z,laid off,layoff_watch
"Kyiv bureau among those axed by Jeff Bezos' Washington Post,journalists laid off",https://kyivindependent.com/jeff-bezos-washington-post-shuts-down-kyiv-bureau-fires-staff/,17,0,LEVEL_1_AWARE,2026-02-05T00:06:34Z,laid off,layoff_watch
"2,847 Amazon Prime Video engineers laid off",https://twitter.com/TechLayoffLover/status/2030650290546901148,13,5,LEVEL_1_AWARE,2026-03-08T17:02:26Z,laid off,layoff_watch
Almost All of Vimeo Staff Laid Off After Acquisition by Bending Spoons,https://petapixel.com/2026/01/23/almost-all-of-vimeo-staff-laid-off-after-acquisition-by-bending-spoons/,11,2,LEVEL_1_AWARE,2026-01-24T16:22:06Z,laid off,layoff_watch
I got laid off and realized how broken tech hiring is,https://news.ycombinator.com/item?id=47478029,10,30,LEVEL_1_AWARE,2026-03-22T14:43:52Z,laid off,layoff_watch
"Show HN: I was laid off, so I built a NerdWallet for startup equity liquidity",https://www.strikerates.com,9,3,LEVEL_1_AWARE,2026-03-16T07:05:07Z,laid off,layoff_watch
"I was an Amazon L7, I led global AI enablement, I was laid off",https://twitter.com/PlumbNick/status/2016500347053773198,8,5,LEVEL_1_AWARE,2026-01-29T10:18:51Z,laid off,layoff_watch
One in four video game developers laid off over the past two years,https://www.gamedeveloper.com/business/survey-one-in-four-developers-laid-off-over-the-past-two-years,8,1,LEVEL_1_AWARE,2026-02-04T01:12:29Z,laid off,layoff_watch
500k tech workers have been laid off since ChatGPT was released,https://www.anildash.com/2026/01/06/500k-tech-workers-laid-off/,7,4,LEVEL_1_AWARE,2026-01-06T21:48:43Z,laid off,layoff_watch
"If you're one of the 16,000 Amazon employees getting laid off, read this",https://www.theregister.com/2026/01/29/amazon_layoffs/,7,1,LEVEL_1_AWARE,2026-01-29T14:23:16Z,laid off,layoff_watch
CEO laid off 80% of staff 2 years ago. He would do it again,https://finance.yahoo.com/news/ceo-laid-off-nearly-80-185033733.html,5,5,LEVEL_1_AWARE,2026-01-12T17:11:26Z,laid off,layoff_watch
Mass Call: Laid-Off Tech Workers and Allies,https://wwwrise.org/,5,3,LEVEL_1_AWARE,2026-02-19T16:36:31Z,laid off,layoff_watch
"Laid Off in Midlife, China's Reform Generation Braces for Downward Mobility",https://www.nytimes.com/2026/03/21/business/laid-off-in-midlife-chinas-reform-generation-braces-for-downward-mobility.html,5,1,LEVEL_1_AWARE,2026-03-23T01:38:51Z,laid off,layoff_watch
One-Third of Video Game Workers Laid Off in Past 2 Years,https://variety.com/2026/gaming/news/one-third-video-game-workers-laid-off-2025-1236644512/,4,0,LEVEL_1_AWARE,2026-01-30T20:06:02Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech:The Anxiety,Sacrifice,Reality No One Talks About [video]",https://www.youtube.com/watch?v=VeMA9WGKxOg,4,0,LEVEL_2_FRUSTRATED,2025-12-28T14:51:24Z,laid off,layoff_watch
500k tech workers have been laid off since ChatGPT was released,https://www.anildash.com/2026/01/06/500k-tech-workers-laid-off/,3,1,LEVEL_1_AWARE,2026-01-07T18:58:39Z,laid off,layoff_watch
London Fintech Unicorn Zepz laid off 20% of staff,https://www.cnbc.com/2025/02/12/fintech-unicorn-zepz-to-lay-off-200-employees-sources-say.html,3,0,LEVEL_1_AWARE,2026-02-09T23:12:19Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech: Anxiety, Sacrifice, and Reality [video]",https://www.youtube.com/watch?v=VeMA9WGKxOg,3,0,LEVEL_2_FRUSTRATED,2026-01-06T21:28:36Z,laid off,layoff_watch
Laid Off After 25 Years in Tech [video],https://www.youtube.com/watch?v=VeMA9WGKxOg,3,0,LEVEL_1_AWARE,2025-12-26T17:57:27Z,laid off,layoff_watch
The Laid-Off Scientists and Lawyers Training AI to Steal Their Careers,https://nymag.com/intelligencer/article/white-collar-workers-training-ai.html,2,1,LEVEL_1_AWARE,2026-03-14T18:56:15Z,laid off,layoff_watch
Ask HN: Where do all the laid off devs hang out?,https://news.ycombinator.com/item?id=47306727,2,0,LEVEL_1_AWARE,2026-03-09T09:34:57Z,laid off,layoff_watch
Career toolkit for laid-off engineers (from a recruiting firm),https://www.goamaru.com/toolkit,1,1,LEVEL_1_AWARE,2026-02-14T02:54:40Z,laid off,layoff_watch
Laid off? Start a small business. Save hours of research,https://startinstates.com/guides,1,0,LEVEL_1_AWARE,2026-03-13T02:40:09Z,laid off,layoff_watch
The Newsroom You Carry with You *to WP Staff Laid Off,https://claudepress.substack.com/p/the-newsroom-you-carry-with-you,1,0,LEVEL_1_AWARE,2026-02-05T03:44:38Z,laid off,layoff_watch
Google AI Studio is now sponsoring Tailwind CSS,https://twitter.com/OfficialLoganK/status/2009339263251566902,777,298,LEVEL_1_AWARE,2026-01-08T19:09:23Z,laid off,layoff_watch
Ask HN: Pivot from SWE to What?,https://news.ycombinator.com/item?id=46386783,49,42,LEVEL_1_AWARE,2025-12-25T20:18:44Z,laid off,layoff_watch
"Ask HN: MIT grad, junior dev layoffs – watching my daughter lose faith in merit",https://news.ycombinator.com/item?id=46384780,47,39,LEVEL_1_AWARE,2025-12-25T14:58:29Z,laid off,layoff_watch
Ask HN: Best way to find chill job where I can learn and grow as a swe,https://news.ycombinator.com/item?id=46545201,35,44,LEVEL_1_AWARE,2026-01-08T19:19:01Z,laid off,layoff_watch
Ask HN: Why does no one talk about the H-1B problem?,https://news.ycombinator.com/item?id=46989395,10,11,LEVEL_1_AWARE,2026-02-12T14:39:32Z,laid off,layoff_watch
Tell HN: Intel could blow up the Console Wars if it had the guts,https://news.ycombinator.com/item?id=46607497,9,14,LEVEL_1_AWARE,2026-01-13T20:33:25Z,laid off,layoff_watch
Template for telling the truth on layoffs like at Block,https://news.ycombinator.com/item?id=47178248,7,1,LEVEL_1_AWARE,2026-02-27T08:53:22Z,laid off,layoff_watch
Ask HN: Looking for a job after layoff and burnout. What should I focus on,https://news.ycombinator.com/item?id=47376237,6,15,LEVEL_1_AWARE,2026-03-14T12:59:42Z,laid off,layoff_watch
Show HN: Layoffstoday – Open database tracking for 10k Companies,https://layoffstoday.io/,5,2,LEVEL_1_AWARE,2026-01-09T03:39:20Z,laid off,layoff_watch
Ask HN: What should I do to land a position soon?,https://news.ycombinator.com/item?id=47463415,4,5,LEVEL_1_AWARE,2026-03-21T02:21:24Z,laid off,layoff_watch
Tailwind Labs fired engineers while making –$1M from sponsors,https://news.ycombinator.com/item?id=46547557,3,9,LEVEL_1_AWARE,2026-01-08T22:42:49Z,laid off,layoff_watch
Ask HN: Moving from Software Engineer to PM or another area?,https://news.ycombinator.com/item?id=47265080,3,7,LEVEL_1_AWARE,2026-03-05T18:10:41Z,laid off,layoff_watch
Ask HN: How to get free/cheap Claude and AWS credits,https://news.ycombinator.com/item?id=47482904,3,4,LEVEL_1_AWARE,2026-03-22T22:27:41Z,laid off,layoff_watch
Ask HN: Exhaused by AI looking for some advice on how to keep moving forward,https://news.ycombinator.com/item?id=46810881,2,8,LEVEL_1_AWARE,2026-01-29T14:47:15Z,laid off,layoff_watch
Ask HN: How are you dealing with anxiety with layoffs?,https://news.ycombinator.com/item?id=46848912,2,4,LEVEL_2_FRUSTRATED,2026-02-01T20:05:25Z,laid off,layoff_watch
Show HN: Free AI resume tailor I built after a recent layoff (300+ users so far),https://jobbi.app/,2,2,LEVEL_1_AWARE,2026-03-09T23:06:47Z,laid off,layoff_watch
Whats your strategy to stay productive post layoff?,https://news.ycombinator.com/item?id=47264440,2,1,LEVEL_1_AWARE,2026-03-05T17:21:59Z,laid off,layoff_watch
Ask HN: Are the layoffs at Tailwind a trend that can be extrapolated?,https://news.ycombinator.com/item?id=46640396,2,1,LEVEL_1_AWARE,2026-01-15T22:36:40Z,laid off,layoff_watch
Ask HN: How to get resume noticed and a callback?,https://news.ycombinator.com/item?id=47267559,1,3,LEVEL_1_AWARE,2026-03-05T21:30:00Z,laid off,layoff_watch
Ask HN: Getting a new job as a manager in the AI era (US),https://news.ycombinator.com/item?id=47316063,1,0,LEVEL_1_AWARE,2026-03-09T21:51:20Z,laid off,layoff_watch
Show HN: Oitii - 10x your job offers,https://www.oitii.com,1,0,LEVEL_1_AWARE,2026-02-16T05:01:29Z,laid off,layoff_watch
"Show HN: Backwater Finance – A free, local-first personal finance web app",https://backwater.systems/finance/,1,0,LEVEL_1_AWARE,2026-01-22T18:22:00Z,laid off,layoff_watch
Tech layoffs in 2025: From TCS to Amazon. AI reshaping market,https://www.msn.com/en-in/money/news/tech-layoffs-in-2025-from-tcs-to-amazon-these-it-firms-laid-off-over-1-00-000-employees-amid-ai-reshaping-market/ar-AA1T7XZM,2,0,LEVEL_1_AWARE,2025-12-29T14:23:55Z,laid off,layoff_watch
Show HN: I'm an AI growth-hacking agent. My premise was a lie.,https://news.ycombinator.com/item?id=47265246,3,1,LEVEL_1_AWARE,2026-03-05T18:24:40Z,laid off,layoff_watch
"2026 tech layoffs reach 45,000 in March",https://technode.global/2026/03/09/2026-tech-layoffs-reach-45000-in-march-more-than-9200-due-to-ai-and-automation-rationalfx/,175,152,LEVEL_1_AWARE,2026-03-14T19:46:49Z,tech layoffs,layoff_watch
"Global tech-sector layoffs surpass 244,000 in 2025",https://www.networkworld.com/article/4114572/global-tech-sector-layoffs-surpass-244000-in-2025.html,12,0,LEVEL_1_AWARE,2026-01-13T15:24:27Z,tech layoffs,layoff_watch
Tech Layoffs Are Not About AI: An Insider View from a Former Amazon Manager [video],https://www.youtube.com/watch?v=uyCcgG4nm90,9,1,LEVEL_1_AWARE,2026-03-07T15:20:54Z,tech layoffs,layoff_watch
Ask HN: Finding a purpose after tech layoffs,https://news.ycombinator.com/item?id=47336351,8,8,LEVEL_1_AWARE,2026-03-11T14:50:07Z,tech layoffs,layoff_watch
More Big Tech Layoffs Loom as Meta Mulls 20% Cut to Its Workforce,https://www.investopedia.com/more-big-tech-layoffs-loom-as-meta-mulls-20-percent-cut-to-its-workforce-11926775,4,0,LEVEL_1_AWARE,2026-03-17T17:39:43Z,tech layoffs,layoff_watch
A comprehensive list of 2025 tech layoffs,https://techcrunch.com/2025/12/22/tech-layoffs-2025-list/,3,2,LEVEL_1_AWARE,2025-12-25T07:04:32Z,tech layoffs,layoff_watch
Tech Layoffs Are Not About AI: An Insider View from a Former Amazon Manager [video],https://www.youtube.com/watch?v=uyCcgG4nm90,3,0,LEVEL_1_AWARE,2026-02-21T22:54:57Z,tech layoffs,layoff_watch
After the Big Tech Layoffs,https://www.youtube.com/watch?v=2mA4vZeHp8o,3,0,LEVEL_1_AWARE,2025-12-29T15:38:30Z,tech layoffs,layoff_watch
