title,url,points,num_comments,category,created_at,search_term,metric
Creators of Tailwind laid off 75% of their engineering team,https://github.com/tailwindlabs/tailwindcss.com/pull/2388,1457,840,LEVEL_1_AWARE,2026-01-07T16:02:19Z,laid off,layoff_watch
Tell HN: Bending Spoons laid off almost everybody at Vimeo yesterday,https://news.ycombinator.com/item?id=46707699,471,505,LEVEL_1_AWARE,2026-01-21T16:14:39Z,laid off,layoff_watch
I was just laid off by The Washington Post in the middle of a warzone,https://twitter.com/lizziejohnsonnn/status/2019083204133609846,68,8,LEVEL_1_AWARE,2026-02-04T22:34:06Z,laid off,layoff_watch
"Kyiv bureau among those axed by Jeff Bezos' Washington Post,journalists laid off",https://kyivindependent.com/jeff-bezos-washington-post-shuts-down-kyiv-bureau-fires-staff/,17,0,LEVEL_1_AWARE,2026-02-05T00:06:34Z,laid off,layoff_watch
Almost All of Vimeo Staff Laid Off After Acquisition by Bending Spoons,https://petapixel.com/2026/01/23/almost-all-of-vimeo-staff-laid-off-after-acquisition-by-bending-spoons/,11,2,LEVEL_1_AWARE,2026-01-24T16:22:06Z,laid off,layoff_watch
Laid off after 25 years in tech [video],https://www.youtube.com/watch?v=VeMA9WGKxOg,9,1,LEVEL_1_AWARE,2025-12-20T15:34:56Z,laid off,layoff_watch
"I was an Amazon L7, I led global AI enablement, I was laid off",https://twitter.com/PlumbNick/status/2016500347053773198,8,5,LEVEL_1_AWARE,2026-01-29T10:18:51Z,laid off,layoff_watch
One in four video game developers laid off over the past two years,https://www.gamedeveloper.com/business/survey-one-in-four-developers-laid-off-over-the-past-two-years,8,1,LEVEL_1_AWARE,2026-02-04T01:12:29Z,laid off,layoff_watch
500k tech workers have been laid off since ChatGPT was released,https://www.anildash.com/2026/01/06/500k-tech-workers-laid-off/,7,4,LEVEL_1_AWARE,2026-01-06T21:48:43Z,laid off,layoff_watch
"If you're one of the 16,000 Amazon employees getting laid off, read this",https://www.theregister.com/2026/01/29/amazon_layoffs/,7,1,LEVEL_1_AWARE,2026-01-29T14:23:16Z,laid off,layoff_watch
CEO laid off 80% of staff 2 years ago. He would do it again,https://finance.yahoo.com/news/ceo-laid-off-nearly-80-185033733.html,5,5,LEVEL_1_AWARE,2026-01-12T17:11:26Z,laid off,layoff_watch
Mass Call: Laid-Off Tech Workers and Allies,https://wwwrise.org/,5,3,LEVEL_1_AWARE,2026-02-19T16:36:31Z,laid off,layoff_watch
"Laid off from my dream job, what now?",https://debbie.codes/blog/laid-off-what-now/,5,1,LEVEL_1_AWARE,2025-12-10T14:14:57Z,laid off,layoff_watch
"Laid off from my dream job, what now?",https://debbie.codes/blog/laid-off-what-now/,4,2,LEVEL_1_AWARE,2025-12-12T21:15:47Z,laid off,layoff_watch
One-Third of Video Game Workers Laid Off in Past 2 Years,https://variety.com/2026/gaming/news/one-third-video-game-workers-laid-off-2025-1236644512/,4,0,LEVEL_1_AWARE,2026-01-30T20:06:02Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech:The Anxiety,Sacrifice,Reality No One Talks About [video]",https://www.youtube.com/watch?v=VeMA9WGKxOg,4,0,LEVEL_2_FRUSTRATED,2025-12-28T14:51:24Z,laid off,layoff_watch
500k tech workers have been laid off since ChatGPT was released,https://www.anildash.com/2026/01/06/500k-tech-workers-laid-off/,3,1,LEVEL_1_AWARE,2026-01-07T18:58:39Z,laid off,layoff_watch
London Fintech Unicorn Zepz laid off 20% of staff,https://www.cnbc.com/2025/02/12/fintech-unicorn-zepz-to-lay-off-200-employees-sources-say.html,3,0,LEVEL_1_AWARE,2026-02-09T23:12:19Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech: Anxiety, Sacrifice, and Reality [video]",https://www.youtube.com/watch?v=VeMA9WGKxOg,3,0,LEVEL_2_FRUSTRATED,2026-01-06T21:28:36Z,laid off,layoff_watch
Laid Off After 25 Years in Tech [video],https://www.youtube.com/watch?v=VeMA9WGKxOg,3,0,LEVEL_1_AWARE,2025-12-26T17:57:27Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech: Anxiety, Sacrifice, Reality No One Talks About [video]",https://www.youtube.com/watch?v=VeMA9WGKxOg,3,0,LEVEL_2_FRUSTRATED,2025-12-22T00:07:20Z,laid off,layoff_watch
Show HN: After being laid off from a corporate job I built my first AI Startup,https://www.novichat.ai,2,1,LEVEL_1_AWARE,2025-12-04T17:53:32Z,laid off,layoff_watch
Career toolkit for laid-off engineers (from a recruiting firm),https://www.goamaru.com/toolkit,1,1,LEVEL_1_AWARE,2026-02-14T02:54:40Z,laid off,layoff_watch
"Laid Off After 25 Years in Tech: The Anxiety, Sacrifice, and Reality No One Talk",https://www.youtube.com/watch?v=VeMA9WGKxOg,1,1,LEVEL_2_FRUSTRATED,2025-12-22T12:34:12Z,laid off,layoff_watch
The Newsroom You Carry with You *to WP Staff Laid Off,https://claudepress.substack.com/p/the-newsroom-you-carry-with-you,1,0,LEVEL_1_AWARE,2026-02-05T03:44:38Z,laid off,layoff_watch
Why companies hire back people they just laid off,https://www.fastcompany.com/91447602/why-companies-hire-back-people-they-just-laid-off,1,0,LEVEL_1_AWARE,2025-12-22T18:46:24Z,laid off,layoff_watch
Google AI Studio is now sponsoring Tailwind CSS,https://twitter.com/OfficialLoganK/status/2009339263251566902,777,298,LEVEL_1_AWARE,2026-01-08T19:09:23Z,laid off,layoff_watch
Ask HN: Pivot from SWE to What?,https://news.ycombinator.com/item?id=46386783,49,42,LEVEL_1_AWARE,2025-12-25T20:18:44Z,laid off,layoff_watch
"Ask HN: MIT grad, junior dev layoffs – watching my daughter lose faith in merit",https://news.ycombinator.com/item?id=46384780,47,39,LEVEL_1_AWARE,2025-12-25T14:58:29Z,laid off,layoff_watch
Ask HN: Best way to find chill job where I can learn and grow as a swe,https://news.ycombinator.com/item?id=46545201,35,44,LEVEL_1_AWARE,2026-01-08T19:19:01Z,laid off,layoff_watch
Ask HN: Why does no one talk about the H-1B problem?,https://news.ycombinator.com/item?id=46989395,10,11,LEVEL_1_AWARE,2026-02-12T14:39:32Z,laid off,layoff_watch
Tell HN: Intel could blow up the Console Wars if it had the guts,https://news.ycombinator.com/item?id=46607497,9,14,LEVEL_1_AWARE,2026-01-13T20:33:25Z,laid off,layoff_watch
Template for telling the truth on layoffs like at Block,https://news.ycombinator.com/item?id=47178248,7,1,LEVEL_1_AWARE,2026-02-27T08:53:22Z,laid off,layoff_watch
Show HN: Layoffstoday – Open database tracking for 10k Companies,https://layoffstoday.io/,5,2,LEVEL_1_AWARE,2026-01-09T03:39:20Z,laid off,layoff_watch
Ask HN: 5th Month of Unemployment and Still No Job,https://news.ycombinator.com/item?id=46291791,5,1,LEVEL_1_AWARE,2025-12-16T17:56:28Z,laid off,layoff_watch
Tailwind Labs fired engineers while making –$1M from sponsors,https://news.ycombinator.com/item?id=46547557,3,9,LEVEL_1_AWARE,2026-01-08T22:42:49Z,laid off,layoff_watch
Ask HN: Exhaused by AI looking for some advice on how to keep moving forward,https://news.ycombinator.com/item?id=46810881,2,8,LEVEL_1_AWARE,2026-01-29T14:47:15Z,laid off,layoff_watch
Ask HN: How are you dealing with anxiety with layoffs?,https://news.ycombinator.com/item?id=46848912,2,4,LEVEL_2_FRUSTRATED,2026-02-01T20:05:25Z,laid off,layoff_watch
Ask HN: Are the layoffs at Tailwind a trend that can be extrapolated?,https://news.ycombinator.com/item?id=46640396,2,1,LEVEL_1_AWARE,2026-01-15T22:36:40Z,laid off,layoff_watch
Show HN: Oitii - 10x your job offers,https://www.oitii.com,1,0,LEVEL_1_AWARE,2026-02-16T05:01:29Z,laid off,layoff_watch
"Show HN: Backwater Finance – A free, local-first personal finance web app",https://backwater.systems/finance/,1,0,LEVEL_1_AWARE,2026-01-22T18:22:00Z,laid off,layoff_watch
Tech layoffs in 2025: From TCS to Amazon. AI reshaping market,https://www.msn.com/en-in/money/news/tech-layoffs-in-2025-from-tcs-to-amazon-these-it-firms-laid-off-over-1-00-000-employees-amid-ai-reshaping-market/ar-AA1T7XZM,2,0,LEVEL_1_AWARE,2025-12-29T14:23:55Z,laid off,layoff_watch
Kristi Noem's ICE hiring chaos laid bare,https://www.dailymail.co.uk/news/article-15345295/ICE-campaign-hire-deportation-officers-unfit-violent-illiterate.html,7,1,LEVEL_1_AWARE,2025-12-04T00:44:21Z,laid off,layoff_watch
Show HN: Shelfctl – PDF/ePub library manager backed by GitHub Release,https://github.com/blackwell-systems/shelfctl,1,0,LEVEL_1_AWARE,2026-02-24T18:25:56Z,laid off,layoff_watch
Show HN: Onlybots.cam,https://onlybots.cam,1,0,LEVEL_1_AWARE,2026-02-11T15:22:09Z,laid off,layoff_watch
"Liquid Technologies Intelligently Seeps Through Africa, Spilling Globally",https://news.ycombinator.com/item?id=46286613,1,0,LEVEL_1_AWARE,2025-12-16T09:45:19Z,laid off,layoff_watch
Show HN: We added iOS real device support to Maestro,https://news.ycombinator.com/item?id=46232126,3,1,LEVEL_1_AWARE,2025-12-11T14:55:33Z,laid off,layoff_watch
Show HN: Million Dollar Deeds – Own permanent digital land,https://milliondollardeeds.com,1,6,LEVEL_1_AWARE,2026-02-16T06:05:57Z,laid off,layoff_watch
Show HN: Glitchy camera – a circuit-bent camera simulator in the browser,https://glitchycam.com,173,22,LEVEL_1_AWARE,2026-02-16T11:57:01Z,laid off,layoff_watch
Show HN: I built a clipboard tool to strip/keep specific formatting like Italics,https://custompaste.com,38,14,LEVEL_1_AWARE,2026-01-02T12:07:00Z,laid off,layoff_watch
"Global tech-sector layoffs surpass 244,000 in 2025",https://www.networkworld.com/article/4114572/global-tech-sector-layoffs-surpass-244000-in-2025.html,12,0,LEVEL_1_AWARE,2026-01-13T15:24:27Z,tech layoffs,layoff_watch
A comprehensive list of 2025 tech layoffs,https://techcrunch.com/2025/12/22/tech-layoffs-2025-list/,3,2,LEVEL_1_AWARE,2025-12-25T07:04:32Z,tech layoffs,layoff_watch
Tech Layoffs Are Not About AI: An Insider View from a Former Amazon Manager [video],https://www.youtube.com/watch?v=uyCcgG4nm90,3,0,LEVEL_1_AWARE,2026-02-21T22:54:57Z,tech layoffs,layoff_watch
After the Big Tech Layoffs,https://www.youtube.com/watch?v=2mA4vZeHp8o,3,0,LEVEL_1_AWARE,2025-12-29T15:38:30Z,tech layoffs,layoff_watch
"Meta Lays Off 1,500 People in Metaverse Division",https://www.wsj.com/tech/meta-layoffs-reality-labs-2026-347008b0,12,2,LEVEL_1_AWARE,2026-01-14T19:48:13Z,tech layoffs,layoff_watch
"Meta Lays Off 1,500 People in Metaverse Division",https://www.wsj.com/tech/meta-layoffs-reality-labs-2026-347008b0,8,1,LEVEL_1_AWARE,2026-01-15T06:28:53Z,tech layoffs,layoff_watch
"Meta Lays Off 1,500 People in Metaverse Division",https://www.wsj.com/tech/meta-layoffs-reality-labs-2026-347008b0,7,1,LEVEL_1_AWARE,2026-01-19T18:52:41Z,tech layoffs,layoff_watch
Tech workers continue to lose jobs in droves as economy shows positive signs,https://www.washingtonpost.com/technology/2026/01/31/tech-layoffs-workers-impact/,6,1,LEVEL_1_AWARE,2026-02-01T14:14:26Z,tech layoffs,layoff_watch
