search_term,video_id,url,title,category
quit dating apps,OdjIW8IdbIM,https://www.youtube.com/watch?v=OdjIW8IdbIM,Why Gen Z is Quitting Dating Apps,LEVEL_3_CRISIS
quit dating apps,DxTd6Y7nn1E,https://www.youtube.com/watch?v=DxTd6Y7nn1E,The Only Dating App You Should Be Using in 2026,LEVEL_1_AWARE
quit dating apps,nsMZMjlHrlg,https://www.youtube.com/watch?v=nsMZMjlHrlg,🚫 NoFap &amp; Dating Apps | How it’s keeping you ADDICTED TO PORN,LEVEL_3_CRISIS
quit dating apps,cJWnyWBsUC4,https://www.youtube.com/watch?v=cJWnyWBsUC4,Are Dating Apps Ruining Dating?,LEVEL_1_AWARE
quit dating apps,06xaEhog2jc,https://www.youtube.com/watch?v=06xaEhog2jc,Y&#39;all Need To Stop Dating,LEVEL_1_AWARE
quit dating apps,zup43d4lmTA,https://www.youtube.com/watch?v=zup43d4lmTA,Why So Many Men Are Giving Up on Dating,LEVEL_1_AWARE
quit dating apps,HVxR-xB4LPE,https://www.youtube.com/watch?v=HVxR-xB4LPE,Dating App Burnout: Why I Quit After One Year! #shorts,LEVEL_3_CRISIS
quit dating apps,u6B8JsuBAtU,https://www.youtube.com/watch?v=u6B8JsuBAtU,Why I Quit Dating Apps In Portugal,LEVEL_3_CRISIS
quit dating apps,UjRAxacSfl0,https://www.youtube.com/watch?v=UjRAxacSfl0,Dating Apps Are Broken | Here&#39;s What Works Instead,LEVEL_1_AWARE
quit dating apps,wDoM2eIqf58,https://www.youtube.com/watch?v=wDoM2eIqf58,The Psychology of People Who Can&#39;t Quit Dating Apps,LEVEL_3_CRISIS
quit dating apps,K0RWcM8USS0,https://www.youtube.com/watch?v=K0RWcM8USS0,Quit dating apps and just enjoying life and see what happens!,LEVEL_3_CRISIS
quit dating apps,lAmizFmVBAI,https://www.youtube.com/watch?v=lAmizFmVBAI,Real Talk Podcast: &quot;I Quit Dating Apps for 30 Days. Here’s How I Actually Met Someone.&quot;,LEVEL_3_CRISIS
dating app burnout,zv17sU2NJC4,https://www.youtube.com/watch?v=zv17sU2NJC4,Dating app burnout and better alternatives,LEVEL_1_AWARE
dating app burnout,PCGd_qkFdy4,https://www.youtube.com/watch?v=PCGd_qkFdy4,dating burnout &amp; rejection #onlinedating #relationships #mentalhealth #podcast #relatable,LEVEL_1_AWARE
dating app burnout,z5Qs9W9ABmo,https://www.youtube.com/watch?v=z5Qs9W9ABmo,Dating App Burnout? Ditch the Apps &amp; Date IRL! #shorts,LEVEL_1_AWARE
dating app burnout,fLYKy51jIVc,https://www.youtube.com/watch?v=fLYKy51jIVc,Dating Apps Are Exhausting: Here&#39;s What&#39;s Happening,LEVEL_2_FRUSTRATED
dating app burnout,TT1UilzS-T4,https://www.youtube.com/watch?v=TT1UilzS-T4,dating app burnout 🔥,LEVEL_1_AWARE
dating app burnout,SliMHSzHWdQ,https://www.youtube.com/watch?v=SliMHSzHWdQ,What Are The Signs Of Dating App Burnout?,LEVEL_2_FRUSTRATED
dating app burnout,qjEwliux3zM,https://www.youtube.com/watch?v=qjEwliux3zM,Dating App Burnout: Finding Love Beyond the Screen - Well-Being Publishing,LEVEL_1_AWARE
