search_term,video_id,url,title,category
quit dating apps,XW2vA0DGXuc,https://www.youtube.com/watch?v=XW2vA0DGXuc,People Are Finally Quitting Dating Apps,LEVEL_3_CRISIS
quit dating apps,3tDoK27Tvtc,https://www.youtube.com/watch?v=3tDoK27Tvtc,The Dating App SCAM That Is Destroying The Dating Pool,LEVEL_1_AWARE
quit dating apps,N6454XfxtrI,https://www.youtube.com/watch?v=N6454XfxtrI,80% of Men Quit Dating Apps… Now Women Are Panicking — “They Stopped Approaching Now This”,LEVEL_3_CRISIS
quit dating apps,vhoseMIV0ko,https://www.youtube.com/watch?v=vhoseMIV0ko,Why you should ditch dating apps.,LEVEL_1_AWARE
quit dating apps,SpUJUnKN7As,https://www.youtube.com/watch?v=SpUJUnKN7As,why i quit dating apps,LEVEL_3_CRISIS
quit dating apps,XG1soAiJ_WE,https://www.youtube.com/watch?v=XG1soAiJ_WE,Why Gay Men Are Deleting Dating Apps in 2026 (And What&#39;s Actually Working),LEVEL_1_AWARE
quit dating apps,d2pd3n90M5Q,https://www.youtube.com/watch?v=d2pd3n90M5Q,80% of Men Quit Dating Apps… Now Women Are Panicking — “They Stopped Approaching Now This”,LEVEL_3_CRISIS
quit dating apps,xM_mBc3ce04,https://www.youtube.com/watch?v=xM_mBc3ce04,Dating Apps Are Dying. Real Life Is Back.,LEVEL_1_AWARE
quit dating apps,Pl7FZr8AVgQ,https://www.youtube.com/watch?v=Pl7FZr8AVgQ,When You Quit All Dating Apps,LEVEL_3_CRISIS
quit dating apps,p6qwmyqPztE,https://www.youtube.com/watch?v=p6qwmyqPztE,"MEN Are Quitting DATING, RELATIONSHIPS, and SOCIETY… Men Prefer Being SINGLE in 2026 and This is Why",LEVEL_3_CRISIS
quit dating apps,_k0FjTerUu4,https://www.youtube.com/watch?v=_k0FjTerUu4,Stop Using Dating Apps If This Is You,LEVEL_1_AWARE
quit dating apps,Nv67AByhMJg,https://www.youtube.com/watch?v=Nv67AByhMJg,Delete Dating Apps Until You Build Yourself,LEVEL_1_AWARE
dating app burnout,YBJVkFCmJaA,https://www.youtube.com/watch?v=YBJVkFCmJaA,Rising level of dating app burnout strikes 78 percent of all users: Report,LEVEL_1_AWARE
dating app burnout,y4gumAw7GyU,https://www.youtube.com/watch?v=y4gumAw7GyU,Swiping fatigue: Why more singles say dating apps are leaving them burned out,LEVEL_1_AWARE
dating app burnout,aaeImJJVY0g,https://www.youtube.com/watch?v=aaeImJJVY0g,How to overcome modern dating burnout,LEVEL_2_FRUSTRATED
dating app burnout,8i4fc6P05J8,https://www.youtube.com/watch?v=8i4fc6P05J8,Tinder’s CMO Talks Dating App Burnout And How AI Is Changing How We Meet,LEVEL_1_AWARE
dating app burnout,Re9rmIaXBq4,https://www.youtube.com/watch?v=Re9rmIaXBq4,Post-Dating Clarity: The Psychology of Why Men Are Deleting Their Dating Apps,LEVEL_1_AWARE
dating app burnout,gZ6JGvr1bNo,https://www.youtube.com/watch?v=gZ6JGvr1bNo,These singles are tired of apps – so they’ve turned to PowerPoint dating,LEVEL_1_AWARE
dating app burnout,gRfrD_J-ioM,https://www.youtube.com/watch?v=gRfrD_J-ioM,Why Online Dating Is Breaking You: The Raw Truth About Dating Burnout,LEVEL_1_AWARE
dating app burnout,RlWtq6l61Cs,https://www.youtube.com/watch?v=RlWtq6l61Cs,OLD SCHOOL: Gen Z ditches dating apps for in-person meetups,LEVEL_1_AWARE
