app_name,review_date,rating,review_text_snippet,crisis_keywords,category,notes
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Replika,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Character.AI,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Chai,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
Anima AI,,,,,TO_REVIEW,
