search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
never own a home,Ss5u5mL5vs8,https://www.youtube.com/watch?v=Ss5u5mL5vs8,The Evil Plan For YOU To NEVER Own A Home,There's an evil plan by Wall Street to make sure regular people like you never own a home. Private equity firms are buying up ...,2025-09-25,83173,private equity,LEVEL_1_AWARE,
never own a home,-w_kQ-4q8cc,https://www.youtube.com/watch?v=-w_kQ-4q8cc,why i will never own a home (reality of being a gen Z),"why i will never own a home (reality of being a genZ) I'm 24, make a solid income as a software engineer, and everyone tells me I ...",2025-09-24,62827,will never own,LEVEL_3_CRISIS,
never own a home,bqdPtjxzQaE,https://www.youtube.com/watch?v=bqdPtjxzQaE,Why Nobody Can Afford a Home Anymore,"Ever wondered why buying a home today feels impossible, even if you earn a decent salary? Why your parents bought houses ...",2025-10-26,397548,,LEVEL_1_AWARE,
never own a home,IybgT9Ju8dA,https://www.youtube.com/watch?v=IybgT9Ju8dA,Why You Will Never Own a Home in Your Lifetime ?,Why You Will Never Own a Home in Your Lifetime ? You did everything right. Got the degree. Landed the job. Saved every penny.,2025-12-07,127,will never own,LEVEL_3_CRISIS,
never own a home,ZNQX_Oadz9k,https://www.youtube.com/watch?v=ZNQX_Oadz9k,You Will Never Own A Home | Vaush Clip,"Vaush is a based American leftist streamer. More specifically, Vaush is a Libertarian Socialist who advocates for Market Socialism.",2025-11-22,14438,will never own,LEVEL_3_CRISIS,
never own a home,dIDyidwcBdg,https://www.youtube.com/watch?v=dIDyidwcBdg,why you should never own a home ( the harsh reality of gen Z),"They told us that owning a home was the dream — the symbol of success, stability, and “making it.” For Gen Z, it's not about ...",2025-10-27,1717,,LEVEL_1_AWARE,
never own a home,g8OnYrlEmck,https://www.youtube.com/watch?v=g8OnYrlEmck,Your Degree Is Why You&#39;ll Never Own a Home.,"Housing #System #Generation The narrative begins by contrasting the economic realities of two different eras, highlighting a ...",2025-10-28,125,,LEVEL_1_AWARE,
never own a home,GrF1MDQ-T0g,https://www.youtube.com/watch?v=GrF1MDQ-T0g,The Housing Market Scam: Why You Will Never Own a Home 🏠📉,The American Dream is dead. The Housing Market Scam: Why You Will Never Own a Home Your grandpa bought a ...,2025-11-27,42,"will never own, dream is dead",LEVEL_3_CRISIS,
never own a home,BdN7wVBgd6Y,https://www.youtube.com/watch?v=BdN7wVBgd6Y,"YOU WILL NEVER OWN A HOME, AMERICANS HAVE LOST HOPE, THEY ILL EVER BE ABLE TO AFFORD TO BUY A HOMR","In this economic/financial news report we discuss the American dream, or in some cases, nightmare of homeownership, buying a ...",2025-12-07,4061,will never own,LEVEL_3_CRISIS,
never own a home,44lzgJZQoPo,https://www.youtube.com/watch?v=44lzgJZQoPo,Housing Crisis 2025 | Why You&#39;ll Never Own a Home,Housing Crisis 2025 | Why You'll Never Own a Home Can you still afford a home in 2025? Discover the shocking truth: Wall Street ...,2025-12-19,1,,LEVEL_1_AWARE,
priced out of housing market,NyDleLT6nxQ,https://www.youtube.com/watch?v=NyDleLT6nxQ,How Much Worse Can Home Prices Possibly Get?,Looking to grow your business online? Get started today with a free 15-day trial from Odoo https://www.odoo.com/r/8shr ----- Sign ...,2025-11-12,651718,,LEVEL_1_AWARE,
priced out of housing market,axNaZgcwkCU,https://www.youtube.com/watch?v=axNaZgcwkCU,Housing Market Crash Fears Rise (Homes Are NOT Selling),A Smart Time to Give Bitcoin: ...,2025-12-12,23250,,LEVEL_1_AWARE,
priced out of housing market,GY5DkLnceCQ,https://www.youtube.com/watch?v=GY5DkLnceCQ,WTF Just Happened To Home Prices?!,Get free life insurance quotes from America's top insurers and start saving today with Policygenius: ...,2025-12-03,364180,,LEVEL_1_AWARE,
priced out of housing market,_ARFfyT-W4I,https://www.youtube.com/watch?v=_ARFfyT-W4I,WTF Is Happening To The Housing Market?!,Sign up for the Gemini Credit Card: ​https://Gemini.com/graham - Let's talk about the Trump Administration creating Portable ...,2025-11-13,677456,,LEVEL_1_AWARE,
priced out of housing market,rU5fHhL5v90,https://www.youtube.com/watch?v=rU5fHhL5v90,The Housing Market Has Just Been Reset. Here&#39;s What Happens Next,Protect your home https://ProtectMyHome.inc Check out my newsletter ...,2025-11-12,48280,,LEVEL_1_AWARE,
priced out of housing market,J-5z0MGk4IA,https://www.youtube.com/watch?v=J-5z0MGk4IA,"Increase in delistings is propping up home prices, says Redfin CEO","CNBC's ""The Exchange"" team discusses why sellers are pulling homes off the market while mortgage applications are reaching ...",2025-11-26,37792,,LEVEL_1_AWARE,
priced out of housing market,2u5E2c39yT4,https://www.youtube.com/watch?v=2u5E2c39yT4,Don&#39;t Believe the Hype: Real Estate Market Price Reductions Are REAL,"As a seasoned real estate agent, I often hear people discussing an outdated view of the housing market where properties are still ...",2025-12-16,7287,,LEVEL_1_AWARE,
priced out of housing market,_yunaXHj-jU,https://www.youtube.com/watch?v=_yunaXHj-jU,The Fed Will Print Trillions — What That Means for Home Prices,"For more of our investing content, join us on Patreon: https://www.patreon.com/ClearValueInvesting My Book on ...",2025-10-27,878440,,LEVEL_1_AWARE,
priced out of housing market,fXpnOYHqWtA,https://www.youtube.com/watch?v=fXpnOYHqWtA,Home Prices To Drop In Half From Here? | Melody Wright,TALK TO THOUGHTFUL MONEY'S endorsed financial advisors at https://www.thoughtfulmoney.com Contagion has been the ...,2025-11-23,228202,,LEVEL_1_AWARE,
priced out of housing market,jh2_j1IKzp8,https://www.youtube.com/watch?v=jh2_j1IKzp8,How Home Prices KILLED The Middle Class,Big thanks to Trust & Will for sponsoring this video! Ready to protect what matters most? Trust & Will makes estate planning simple ...,2025-12-19,8174,,LEVEL_1_AWARE,
