search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
insurance denied my claim,tPWkOzKx624,https://www.youtube.com/watch?v=tPWkOzKx624,Washtenaw County family offers warning after insurance denies claim,A Chelsea area family says they were told a Christmas Eve car accident wouldn't be covered because their children under two ...,2026-01-05,133729,,LEVEL_1_AWARE,
insurance denied my claim,697zIn314zM,https://www.youtube.com/watch?v=697zIn314zM,Why Your Home Insurance Will Deny Your Water Damage Claim (2026 Update),Why Your Home Insurance Will Deny Your Water Damage Claim (2026 Update) Most homeowners think water damage is ...,2026-02-02,19807,,LEVEL_1_AWARE,
insurance denied my claim,6FCWgWucMDQ,https://www.youtube.com/watch?v=6FCWgWucMDQ,4 Out of 10 Roof Insurance Claims Are DENIED in 2026 — Here’s Why,"If you've ever filed a roof insurance claim and ended up with no payout, you're not alone — and you're not crazy. In this video, we ...",2026-02-03,167,denied,LEVEL_2_STRUGGLING,
insurance denied my claim,2O2kQsWRoo4,https://www.youtube.com/watch?v=2O2kQsWRoo4,8 Car Insurance Companies That Will DENY Your Claims (The Betrayal!),"Car insurance complaints rose 7.5% in 2025, with premiums up nearly 40% since 2021 — yet policyholders are getting less in ...",2026-02-18,92670,,LEVEL_1_AWARE,
insurance denied my claim,aiKwiZC2EtU,https://www.youtube.com/watch?v=aiKwiZC2EtU,Insurance company denied my claim after customer sued me #shorts,Insurance company denied my claim after customer sued me.,2026-03-15,16755,denied,LEVEL_2_STRUGGLING,
insurance denied my claim,WEySRl_sJGI,https://www.youtube.com/watch?v=WEySRl_sJGI,Michigan families face claim denials over not listing kids on car insurance,"Michigan families are facing claim denials from car insurance providers like GEICO due to not listing all household members, ...",2026-01-09,9386,,LEVEL_1_AWARE,
insurance denied my claim,DcHRjpSlzhQ,https://www.youtube.com/watch?v=DcHRjpSlzhQ,The Real Reasons Your Car Insurance Claim Was Denied,Car insurance claims don't get denied “randomly.” No coverage. Lapse in policy. Wrong vehicle use. Know your policy before ...,2026-01-14,1086,denied,LEVEL_2_STRUGGLING,
insurance denied my claim,kqYLtTLuYsE,https://www.youtube.com/watch?v=kqYLtTLuYsE,What to Do When Your Insurance Denies a Claim (And How to Win),"If your insurance denied a claim, you have the right to appeal—and you can win. In this video, Sasha Taylor breaks down what to ...",2026-02-17,132,denied,LEVEL_2_STRUGGLING,
insurance denied my claim,SRPOoPDN-7w,https://www.youtube.com/watch?v=SRPOoPDN-7w,State of denial: How insurance companies impact health care today,"Millions of Americans are struggling with medical care – either unable to pay high premiums, burdened with high deductibles, ...",2026-01-11,153325,,LEVEL_1_AWARE,
insurance denied my claim,ei2g9M_ezD0,https://www.youtube.com/watch?v=ei2g9M_ezD0,Geico ALMOST Denied a Claim Because of Undisclosed Kids in Family,Although many news outlets reported Geico denied the claim in question - the claim was not denied. Geico had raised the issue of ...,2026-01-10,56911,denied,LEVEL_2_STRUGGLING,
insurance denied my claim,PfKKHZdLfdE,https://www.youtube.com/watch?v=PfKKHZdLfdE,What to Do When Your Insurance Claim is Denied | CancerCare,"Nearly every cancer patient will face an insurance denial at some point, whether it's for a life-saving medication, a diagnostic test, ...",2026-02-19,64,"denied, life-saving",LEVEL_3_CRISIS,
insurance denied my claim,kJGlaDwhO9Q,https://www.youtube.com/watch?v=kJGlaDwhO9Q,Insurance Claim Denied? Do This First,"Insurance claim denied? You don't have to accept it. Here's how to read your EOB, appeal a denial, and fight back—step by step.",2026-02-20,140,"denied, claim denied",LEVEL_2_STRUGGLING,
insurance denied my claim,Bdpk42BGnc8,https://www.youtube.com/watch?v=Bdpk42BGnc8,What If My Claim Was Denied or Underpaid? | Global Patriot Adjusters FAQ&#39;s #10,Has your insurance claim been denied or significantly underpaid? You are not out of options. Insurance denials and low ...,2026-03-01,2,denied,LEVEL_2_STRUGGLING,
