search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
can't afford rent on salary,JDbA9ubLUOQ,https://www.youtube.com/watch?v=JDbA9ubLUOQ,The Rent Apocalypse: 10 Cities Where Even Doctors Can’t Afford a Home,The Rent Apocalypse: 10 Cities Where Even Doctors Can't Afford a Home A doctor in America makes $374000 a year.,2026-02-18,159,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,_En1hkg61BY,https://www.youtube.com/watch?v=_En1hkg61BY,"When journalists can’t afford rent, one newsroom buys them a home","When a newsroom can't hire reporters, the problem isn't always pay — sometimes it's rent. In one coastal community, the cost of ...",2026-02-21,45,,LEVEL_1_AWARE,
can't afford rent on salary,-73cv64eM7Q,https://www.youtube.com/watch?v=-73cv64eM7Q,Rent Got SO High... Millions of People Are Living in Hotels Now,"More Americans are living in hotels—not because they want to, but because traditional housing has become unaffordable or ...",2026-01-13,804411,,LEVEL_1_AWARE,
can't afford rent on salary,vehrXuPCzGY,https://www.youtube.com/watch?v=vehrXuPCzGY,“I can’t afford to NOT pay rent!” -Elderly woman explains her frustration with her greedy landlord.,,2026-01-16,1786550,,LEVEL_1_AWARE,
can't afford rent on salary,4AxkHgRcylw,https://www.youtube.com/watch?v=4AxkHgRcylw,Can&#39;t Pay? We&#39;ll Take It Away! | Season 2 | Episode 10,Can't Pay? We'll Take It Away! Season 2 - Episode 10 Steve and Paul attend the eviction of a multi-occupancy house and attend ...,2026-01-07,53246,,LEVEL_1_AWARE,
can't afford rent on salary,d0Fpeb1O7z8,https://www.youtube.com/watch?v=d0Fpeb1O7z8,Can&#39;t Afford Rent? Here&#39;s Why Landlords Use the 3X Rule,"RentVsBuy #Homeownership #FamilyFinance This video examines the challenges of meeting landlord requirements, specifically ...",2026-03-11,2769,,LEVEL_1_AWARE,
can't afford rent on salary,_qR29OPaF-g,https://www.youtube.com/watch?v=_qR29OPaF-g,Millions Are Living In Sheds And Storage Units Because They Can&#39;t Afford Rent Anymore,"Millions of Americans are now living in sheds, storage units, cars, RVs, and makeshift shelters — not by choice, but because rent ...",2026-01-31,4504,,LEVEL_1_AWARE,
can't afford rent on salary,KodkxqKuyno,https://www.youtube.com/watch?v=KodkxqKuyno,Millions of Americans Can&#39;t Afford Rent... They Have to Live in Cars and Sheds,"Millions of Americans are working full-time and still can't afford rent. In this video, we break down the math behind rising housing ...",2026-03-01,3564,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,k5swnurW_vw,https://www.youtube.com/watch?v=k5swnurW_vw,Why This Business Owner Was Sued Despite Paying Rent | Can&#39;t Pay? We&#39;ll Take It Away!,Can't Pay? We'll Take It Away! Season 3 - Episode 11 In this episode; High Court enforcement agents Stuart McCracken and Ian ...,2026-03-23,6183,,LEVEL_1_AWARE,
can't afford rent on salary,gueVjrRKZg8,https://www.youtube.com/watch?v=gueVjrRKZg8,A Philosopher Explains Why He Can’t Pay This Month’s Rent,The real question: why is the rent? #makesomenoise #dropout #improv ➡️ Go to Dropout.tv to watch new Make Some Noise ...,2026-03-14,927393,,LEVEL_1_AWARE,
paycheck to paycheck,wQ4qZypCB80,https://www.youtube.com/watch?v=wQ4qZypCB80,"&quot;I’m 53, exhausted, and still living paycheck to paycheck&quot;","Ramit Sethi of I Will Teach You To Be Rich talks to Tania and Mike who are in their 50s, married 21 years, and earning over ...",2026-03-24,120902,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,d4uAn7OM8aE,https://www.youtube.com/watch?v=d4uAn7OM8aE,Paycheck to Paycheck Nightmare: (Why 76% Have ZERO Safety Net in America Today),Americans are living paycheck to paycheck! Will this be the future of America?! What do you think? If you are looking to buy or sell ...,2026-03-20,18599,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,AmnfPy1yd5c,https://www.youtube.com/watch?v=AmnfPy1yd5c,"Budget My $2,800 March Paycheck with Me 💵 | Semi-Monthly Payday Routine | Family of 6 in Houston, TX","Join me in budgeting our $2800+ semi-monthly paycheck in a one-income household, family of 6 living in Houston, Texas.",2026-03-16,3377,,LEVEL_1_AWARE,
paycheck to paycheck,4n8fBthepDA,https://www.youtube.com/watch?v=4n8fBthepDA,Why Even High Earners Are Living Paycheck To Paycheck,"Many people assume earning a six-figure salary guarantees financial comfort. But for a growing number of professionals, that isn't ...",2026-03-17,1754,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,sIQ95q1goMA,https://www.youtube.com/watch?v=sIQ95q1goMA,Do This EVERY Time You Get Paid (Updated 2026 Paycheck Routine),"In this video, I walk you through the exact order I put my money in every time I get paid. It's helped me stay consistent, and it's a ...",2026-01-20,415442,,LEVEL_1_AWARE,
paycheck to paycheck,TDELR2fLn8I,https://www.youtube.com/watch?v=TDELR2fLn8I,WARNING! The TRUTH About Living Paycheck To Paycheck,Get My Budget Tracker For FREE!: https://offer.bucknermedia.com/optin ▻ Sign-up for a 1-on-1 Coaching Call (both YouTube and ...,2026-03-09,76397,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,AHahAYhmy5w,https://www.youtube.com/watch?v=AHahAYhmy5w,The Financial Vortex: Why High Earners Live Paycheck to Paycheck,Some of my favorite books: https://amzn.to/3KF3tlr Camera & equipment I use: https://amzn.to/3Z20lof Disclaimer: Please note that ...,2026-03-29,2984,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,552kbEmhDrs,https://www.youtube.com/watch?v=552kbEmhDrs,"He Makes $200,000 But Still Has To Live Paycheck-To-Paycheck",Think you're good with money? Take our Money in America quiz! ⮕ https://ramseysolutions.outgrow.us/ab/money-in-america Next ...,2026-01-11,145477,,LEVEL_1_AWARE,
paycheck to paycheck,DyTzUPz3TTU,https://www.youtube.com/watch?v=DyTzUPz3TTU,The SAD Reality of Living Paycheck to Paycheck in The U.S!,Credit https://www.tiktok.com/@marcdoesfinance https://www.tiktok.com/@UCaRpeKVf5OZFLFhsetA7z_g ...,2026-03-14,4330,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,e5VCsqM4hGU,https://www.youtube.com/watch?v=e5VCsqM4hGU,MONEY ROUTINE | April Paycheck Budget + Spending Update,"Money Morning Routine - March 24, 2026 ➡️TAKE THE ULTIMATE BUDGET COURSE: ...",2026-03-24,5925,,LEVEL_1_AWARE,
living paycheck to paycheck,cFal2rT9eNs,https://www.youtube.com/watch?v=cFal2rT9eNs,Tired of Living Paycheck to Paycheck? Try These 5 Steps (Even Starting With $0),Are you tired of watching your paycheck disappear before rent is even paid? You're not alone. 7 out of 10 Americans are living ...,2026-02-14,27,paycheck to paycheck,LEVEL_2_STRUGGLING,
living paycheck to paycheck,K5uRsKyyNHY,https://www.youtube.com/watch?v=K5uRsKyyNHY,Living Paycheck to Paycheck Be Like,"Welcome to Lord Wojak! On this channel, I create meme story videos pertaining to Doomer, Boomer, Chad and Bogdanoff.",2026-02-01,100245,paycheck to paycheck,LEVEL_2_STRUGGLING,
living paycheck to paycheck,2eBDFqzMzyk,https://www.youtube.com/watch?v=2eBDFqzMzyk,How To Stop Living Paycheck to Paycheck,Americans are drowning in debt. Most people live paycheck to paycheck without any money saved for an emergency. Even with ...,2026-01-07,1776,paycheck to paycheck,LEVEL_2_STRUGGLING,
living paycheck to paycheck,nsKqbhUXE14,https://www.youtube.com/watch?v=nsKqbhUXE14,Why Millions of Americans Are Living Paycheck to Paycheck in 2025 | Rising Costs &amp; Financial Strain,"In 2025, more Americans are living paycheck to paycheck, with nearly one in four households spending over 95% of their income ...",2026-01-07,2,paycheck to paycheck,LEVEL_2_STRUGGLING,
living paycheck to paycheck,eFYnpqKZP9U,https://www.youtube.com/watch?v=eFYnpqKZP9U,"If you&#39;re living paycheck to paycheck, watch this video",Use my Free Budgeting Template: https://charlesbroomfield.com/budgeting-template Free Trial and 50% Off Monarch Money: ...,2026-03-04,5769,paycheck to paycheck,LEVEL_2_STRUGGLING,
living paycheck to paycheck,1-dZh35ZX-Y,https://www.youtube.com/watch?v=1-dZh35ZX-Y,How To Stop Living Paycheck to Paycheck in 2026 (The &quot;Joe&quot; Method),"Stop living paycheck to paycheck un 2026 and finally take control of your finances. In this video, I break down why you're always ...",2026-02-15,168,paycheck to paycheck,LEVEL_2_STRUGGLING,
wages not keeping up inflation,Vyyv-ShXep0,https://www.youtube.com/watch?v=Vyyv-ShXep0,Why Your Salary Isn’t Keeping Up With Rising Prices in 2026 #costoflivingusa #risingprices,"Even as inflation cools from its pandemic-era highs, millions of American workers still feel the pinch as prices rise faster than ...",2026-01-05,27,,LEVEL_1_AWARE,
wages not keeping up inflation,kSTfq8oiU10,https://www.youtube.com/watch?v=kSTfq8oiU10,Inflation Is Stealing Your Money! Why Your Salary Doesn’t Go as Far Anymore,Are you earning more but still feeling broke? You're not imagining it. Your salary is buying less — and the hidden inflation tax is ...,2026-02-24,3,,LEVEL_1_AWARE,
wages not keeping up inflation,5yYs_mkCw5k,https://www.youtube.com/watch?v=5yYs_mkCw5k,👉 Why Your Salary Isn’t Keeping Up,"Why does it feel like your paycheck isn't going as far as it used to? In this video, we break down why salaries aren't keeping up ...",2026-03-17,4,,LEVEL_1_AWARE,
wages not keeping up inflation,c5fiuPhVYjc,https://www.youtube.com/watch?v=c5fiuPhVYjc,Why Families Are Struggling to Pay for Groceries in Today’s Economy,"Grocery bills keep rising, and families everywhere are feeling it. This video shows how everyday parents are cutting back, ...",2026-01-03,5981,cutting back,LEVEL_1_AWARE,
wages not keeping up inflation,YghckLXg2S0,https://www.youtube.com/watch?v=YghckLXg2S0,Why Everything Is Getting So Expensive? The Hidden Truth,Why the Middle Class Is Quietly Getting Poorer Every Year The middle class has always been the backbone of the economy.,2026-03-17,0,,LEVEL_1_AWARE,
wages not keeping up inflation,Wo8bEV7VRXA,https://www.youtube.com/watch?v=Wo8bEV7VRXA,What To Do When Wages Aren&#39;t Keeping Up With Inflation,"If your paycheck isn't going as far as it used to, you're not imagining things. The cost of living really has outrun wages for millions ...",2026-02-24,97,,LEVEL_1_AWARE,
wages not keeping up inflation,XLx5ZCY4e_0,https://www.youtube.com/watch?v=XLx5ZCY4e_0,Wages vs Inflation #charliekirk #debates #charliekirklegacy,"Is the economy working for you? Charlie Kirk tackles the tough questions on wages, inflation, and the impact of the border ...",2026-02-25,1643,,LEVEL_1_AWARE,
can't make ends meet,stEOA8y10zc,https://www.youtube.com/watch?v=stEOA8y10zc,Many San Antonians can&#39;t make ends meet. Here are a few reasons why. | ENside Politics,San Antonio Food Bank CEO Eric Cooper talks with host Greg Jefferson about why San Antonio remains one of the poorest cities ...,2026-02-09,1600,,LEVEL_1_AWARE,
can't make ends meet,yjJPCuKwhp4,https://www.youtube.com/watch?v=yjJPCuKwhp4,"BlackRock’s Hambro on Gold, Oil and the Next the Commodity Cycle","Why did gold fail to protect portfolios during the latest market shock? In this episode of Merryn Talks Money, Merryn Somerset ...",2026-03-30,1500,,LEVEL_1_AWARE,
can't make ends meet,AhM-MZxcU30,https://www.youtube.com/watch?v=AhM-MZxcU30,Americans are working harder &amp; longer &amp; still can&#39;t make ends meet.,"Americans are working harder & longer & still can't make ends meet. I'm proposing a bill to cut taxes for 130 million workers, paid ...",2026-03-13,12959,,LEVEL_1_AWARE,
working poor,Kaq3DFlaPN0,https://www.youtube.com/watch?v=Kaq3DFlaPN0,The Working Poor Has Become The Forgotten Ones,,2026-02-20,1933,,LEVEL_1_AWARE,
working poor,mRjbJ7QJrBM,https://www.youtube.com/watch?v=mRjbJ7QJrBM,The Dirty Housing Secret Turning High Earners Into the Working Poor,"Are you making a good salary but still living paycheck to paycheck? You aren't alone. In this video, I reveal the dirty secret of the ...",2026-02-27,9,paycheck to paycheck,LEVEL_2_STRUGGLING,
working poor,PWcdCMaHol4,https://www.youtube.com/watch?v=PWcdCMaHol4,"Working Full-Time, Still Poor: The &#39;Working Poor&#39; Trap","congress #americanpolitics #shorts #viralvideo #trump #election #leftwing #rightwing Exciting news, everyone! My channel now ...",2026-01-18,71,,LEVEL_1_AWARE,
working poor,f2o8126279M,https://www.youtube.com/watch?v=f2o8126279M,Rare Inside Look At America&#39;s Working Poor,Business Inquiries Email - info@superarizona.com Instagram - OfficialBigSuper SnapChat - OfficialBigSuper Super Vision Media ...,2026-03-22,13019,,LEVEL_1_AWARE,
working poor,Q2a8A4Sm1P0,https://www.youtube.com/watch?v=Q2a8A4Sm1P0,"On Day 1 At Work, Poor Rural Girl Saves Bullied Autistic Boy, Unknowing He’s CEO’s Son—Love Arrives!","Important Notice: This video is intended for entertainment/artistic purposes only. It may contain depictions of dangerous stunts, ...",2026-01-27,219131,,LEVEL_1_AWARE,
working poor,vKGz7N4IrZ4,https://www.youtube.com/watch?v=vKGz7N4IrZ4,50 Million Working but BROKE — 2026 America&#39;s STEALTH POVERTY CRISIS Has Begun,50 Million Americans are working full-time jobs but still can't afford basic necessities. 61% can't survive a $1000 emergency.,2025-12-31,40,can't afford,LEVEL_1_AWARE,
working poor,1Q5QHHRGwrU,https://www.youtube.com/watch?v=1Q5QHHRGwrU,Trump MAGA Tik Tok and Isreal! Are the plotting against working poor Americans?,,2026-01-04,15,,LEVEL_1_AWARE,
working poor,E8unXwL-vsc,https://www.youtube.com/watch?v=E8unXwL-vsc,"Why Being Poor in the UK Feels Like a Full-Time Job — Once Poor, Always Poor?",Why does being poor in the UK feel like a second Work shift you never clock out of? This Documentary is an educational look at ...,2026-01-31,1198,,LEVEL_1_AWARE,
