title,url,points,num_comments,category,created_at,search_term,metric
Show HN: Steps.org – Humanely Curated AI Prompts for Porn Addiction Recovery,https://www.steps.org,2,1,LEVEL_1_AWARE,2025-12-05T09:23:19Z,AI addiction,ai_psychosis
Ask HN: Have top AI research institutions just given up on the idea of safety?,https://news.ycombinator.com/item?id=47152355,81,89,LEVEL_1_AWARE,2026-02-25T14:55:20Z,AI addiction,ai_psychosis
Show HN: Tropes.fyi – Name and shame AI writing,https://tropes.fyi/,5,3,LEVEL_1_AWARE,2026-02-20T14:58:25Z,AI addiction,ai_psychosis
Show HN: I gave my AI agent $50 and let it trade on Kalshi,https://twitter.com/JackDavis720/status/2023243630492746062,2,0,LEVEL_1_AWARE,2026-02-16T03:52:03Z,AI addiction,ai_psychosis
Ask HN: Where to find VC fund or investor for project in Europe?,https://news.ycombinator.com/item?id=46679100,8,5,LEVEL_1_AWARE,2026-01-19T14:04:48Z,AI addiction,ai_psychosis
Show HN: Client-side encrypted AI detector using model ensembling,https://veredictlabs.com,4,0,LEVEL_1_AWARE,2025-12-31T02:18:43Z,AI addiction,ai_psychosis
Show HN: Chinese Learning Site – I made a free online version of the HSK books,https://learnchinese.ai/,2,0,LEVEL_1_AWARE,2025-12-31T21:04:51Z,AI addiction,ai_psychosis
Forge – Automate 3NF Schema Generation from Nested JSON in BigQuery/Snowflake,https://news.ycombinator.com/item?id=46975075,1,1,LEVEL_1_AWARE,2026-02-11T14:05:04Z,AI addiction,ai_psychosis
AI has failed to replace a single software application or feature,https://news.ycombinator.com/item?id=46827128,21,23,LEVEL_1_AWARE,2026-01-30T17:22:49Z,AI addiction,ai_psychosis
"Ask HN: Breaking into security with broad experience, what works?",https://news.ycombinator.com/item?id=46430300,2,0,LEVEL_1_AWARE,2025-12-30T06:50:45Z,AI addiction,ai_psychosis
Show HN: Light Lynx – polished light app and automation based on Zigbee2MQTT,https://lightlynx.eu/,1,0,LEVEL_1_AWARE,2026-02-12T23:48:49Z,AI addiction,ai_psychosis
"Show HN: My not-for-profit search engine with no ads, no AI, & all DDG bangs",https://nilch.org,199,76,LEVEL_1_AWARE,2025-12-29T05:25:25Z,AI addiction,ai_psychosis
Show HN: StudyBuddy – an AI study assistant that just crossed 1k users,https://www.studybuddy.rest/,2,0,LEVEL_1_AWARE,2026-01-28T19:03:46Z,AI addiction,ai_psychosis
Show HN: I Built an AI-Powered Pull Request Review Tool,https://github.com/HighGarden-Studio/HighReview,1,0,LEVEL_1_AWARE,2026-02-07T08:58:06Z,AI addiction,ai_psychosis
"Show HN: VibeCoCo – Plan your project, get a custom MCP server for your AI agent",https://vibecoco.app/demo,1,0,LEVEL_1_AWARE,2025-12-15T19:55:01Z,AI addiction,ai_psychosis
"Show HN: Gambit, an open-source agent harness for building reliable AI agents",https://github.com/bolt-foundry/gambit,91,27,LEVEL_1_AWARE,2026-01-16T00:13:25Z,AI addiction,ai_psychosis
Launch HN: Sonarly (YC W26) – AI agent to triage and fix your production alerts,https://sonarly.com/,30,17,LEVEL_1_AWARE,2026-02-17T17:03:09Z,AI addiction,ai_psychosis
"The Gemini AI Studio ""Context Tax"": How a 10-word prompt cost me £121",https://news.ycombinator.com/item?id=46440008,21,6,LEVEL_1_AWARE,2025-12-31T00:38:03Z,AI addiction,ai_psychosis
Show HN: Emmtrix ONNX-to-C Code Generator for Edge AI Deployment,https://github.com/emmtrix/emx-onnx-cgen,6,0,LEVEL_1_AWARE,2026-02-03T18:27:13Z,AI addiction,ai_psychosis
Show HN: Fabi 2.0 – An AI analyst that connects to all your data sources,https://news.ycombinator.com/item?id=46604166,5,1,LEVEL_1_AWARE,2026-01-13T17:19:04Z,AI addiction,ai_psychosis
Show HN: A Vaadin Algebra and Calculus Solver Built with AI Assistance,https://news.ycombinator.com/item?id=47116251,4,1,LEVEL_1_AWARE,2026-02-23T00:04:16Z,AI addiction,ai_psychosis
Show HN: Finnish Humanizer – 26 patterns for detecting AI-generated Finnish text,https://github.com/Hakku/finnish-humanizer,3,0,LEVEL_1_AWARE,2026-02-22T14:10:17Z,AI addiction,ai_psychosis
"Ask HN: Are you worried, and care, about AI stealing your code/secrets?",https://news.ycombinator.com/item?id=46629525,2,6,LEVEL_1_AWARE,2026-01-15T08:03:47Z,AI addiction,ai_psychosis
Show HN: Small demo of AI for finding common ground on divisive topics,https://news.ycombinator.com/item?id=46808001,2,2,LEVEL_1_AWARE,2026-01-29T10:01:42Z,AI addiction,ai_psychosis
Show HN: AI Lint your agents work to build faster and better,https://news.ycombinator.com/item?id=46744650,2,2,LEVEL_1_AWARE,2026-01-24T15:58:02Z,AI addiction,ai_psychosis
Show HN: APIsec MCP Audit – Audit what your AI agents can access,https://github.com/apisec-inc/mcp-audit,2,1,LEVEL_1_AWARE,2026-01-20T14:33:23Z,AI addiction,ai_psychosis
Show HN: AI Studio – Multi-Persona AI with WhatsApp and Memory,https://council.gameinghub.com/,2,0,LEVEL_1_AWARE,2026-02-23T22:30:21Z,AI addiction,ai_psychosis
Show HN: AFS – filesystem-native memory layer for AI agents,https://news.ycombinator.com/item?id=47062802,2,0,LEVEL_1_AWARE,2026-02-18T16:31:57Z,AI addiction,ai_psychosis
Show HN: PolyMCP – AI-Callable Python and TS Tools with Inspector and Apps,https://news.ycombinator.com/item?id=46966000,2,0,LEVEL_1_AWARE,2026-02-10T20:03:43Z,AI addiction,ai_psychosis
