search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category
laid off tech 2025,1o3xF724XFY,https://www.youtube.com/watch?v=1o3xF724XFY,Amazon AI Layoffs: What to know as companies cut back | Layoffs 2025,Seattle-based tech giant Amazon is making its largest round of corporate layoffs in years — cutting roughly 14000 jobs — and ...,2025-10-31,41892,,LEVEL_1_AWARE
laid off tech 2025,XerzK0QNhnM,https://www.youtube.com/watch?v=XerzK0QNhnM,Why are Tech Layoffs Still Happening?,"tech #techjobs #jobmarket Tech layoffs in 2025 continue to surge, with U.S. companies like Amazon, Meta, Microsoft, Salesforce, ...",2025-11-03,45923,,LEVEL_1_AWARE
laid off tech 2025,MCIEitSAFGo,https://www.youtube.com/watch?v=MCIEitSAFGo,"112,000 Tech Workers JUST GOT Laid Off as Tech Jobs COLLAPSE",[Private Discord Server]: https://www.patreon.com/marketgains1 - 7 day free trial - 80% average win rate with our traders - Track ...,2025-11-22,27470,,LEVEL_1_AWARE
laid off tech 2025,iJTJ5cHnJ6E,https://www.youtube.com/watch?v=iJTJ5cHnJ6E,"Meta Mass Layoffs: From Poaching Top AI Talent To Firing 600, Zuckerberg Shakes-up AI Division","Meta Mass Layoffs: From Poaching Top AI Talent To Firing 600, Zuckerberg Shakes-up AI Division Meta will lay off 600 ...",2025-10-23,87647,,LEVEL_1_AWARE
laid off tech 2025,R7vd-pPJZbc,https://www.youtube.com/watch?v=R7vd-pPJZbc,Companies cut thousands of jobs amid corporate AI push,"Amid layoffs continuing to happen across multiple companies, some are wondering about the role that artificial intelligence plays.",2025-10-31,59430,,LEVEL_1_AWARE
laid off tech 2025,sxGWVEnt-as,https://www.youtube.com/watch?v=sxGWVEnt-as,"Verizon SUDDENLY Fired 15,000 Workers as Tech Layoffs Get WORSE",[Private Discord Server]: https://www.patreon.com/marketgains1 [Server Link]: https://discord.gg/HcQBdfG9hm - With 7 day free ...,2025-11-15,20099,,LEVEL_1_AWARE
laid off tech 2025,IeU8tdZ2NMU,https://www.youtube.com/watch?v=IeU8tdZ2NMU,40% of Amazon Layoffs are Engineers - Tech Employees Suck at Innovation,Support Content at - https://donorbox.org/etcg LinkedIn at - https://www.linkedin.com/in/eli-etherton-a15362211/,2025-11-23,18793,,LEVEL_1_AWARE
laid off tech 2025,ckKaOo43Jwg,https://www.youtube.com/watch?v=ckKaOo43Jwg,WTF Is Happening To The Tech Job Market,"The tech job market is cooked... Ghosting, hiring freezes, and AI-fueled layoffs are the new normal. But there is a way forward.",2025-09-23,140785,,LEVEL_1_AWARE
laid off tech 2025,8g5img1hTes,https://www.youtube.com/watch?v=8g5img1hTes,The Truth About AI And The Mass Layoffs,"Between January and September 2025, there have been 946426 job cuts announced, with roughly 300000 from the government ...",2025-11-04,471826,,LEVEL_1_AWARE
laid off tech 2025,eYjcaKuKB3Y,https://www.youtube.com/watch?v=eYjcaKuKB3Y,Apple Cuts Dozens of Jobs in Rare Layoff,Apple has eliminated dozens of sales roles in a rare layoff. Bloomberg's Mark Gurman discusses the reason behind the cuts with ...,2025-11-25,9615,,LEVEL_1_AWARE
job search nightmare,sm9gE1sq1jg,https://www.youtube.com/watch?v=sm9gE1sq1jg,Episode 20: Job Search NIGHTMARE?! The Truth About AI &amp; LinkedIn Revealed,"Buckle up, because this episode is absolute chaos! Hosted by Superlative Sain, Ronn Lezama, and JJwlz, this podcast dives into ...",2025-12-17,0,,LEVEL_1_AWARE
job search nightmare,pLTUN60pl_Q,https://www.youtube.com/watch?v=pLTUN60pl_Q,Job Search Nightmare: How to Land Your Dream Role! #shorts,Is substitute teaching the best path to a full-time position? Building strong relationships within a school district could be the key to ...,2025-10-04,78,,LEVEL_1_AWARE
job search nightmare,kvdkutuRwzw,https://www.youtube.com/watch?v=kvdkutuRwzw,Moving to Canada: The Job Search Nightmare,I thought the move would be the challenge… but the real nightmare started when I began applying for jobs. #MovingToCanada ...,2025-12-07,752,,LEVEL_1_AWARE
job search nightmare,mTNPihM23Yg,https://www.youtube.com/watch?v=mTNPihM23Yg,"Job Search Nightmare: Scams, Silence, and Rejection in the US Job Market","Discover the harsh realities faced by US job seekers in today's economy. From highly qualified professionals to recent graduates, ...",2025-09-22,5,,LEVEL_1_AWARE
job search nightmare,Yn0LnJt2Ji0,https://www.youtube.com/watch?v=Yn0LnJt2Ji0,How Scammers Turn Your Job Search Into a Nightmare,https://www.youtube.com/@ashthelivinglifeguru?sub_confirmation=1 Have you been noticing when you apply for a job that you're ...,2025-09-22,218,,LEVEL_1_AWARE
job search nightmare,5AiC_SJ8FQk,https://www.youtube.com/watch?v=5AiC_SJ8FQk,Job Hunting is a NIGHTMARE in 2025! 😭,"Centro is an online job application service built to help relieve the stress of job-hunting, and help you land that job you're looking ...",2025-11-26,1150,,LEVEL_1_AWARE
job search nightmare,bBrGh7voOfU,https://www.youtube.com/watch?v=bBrGh7voOfU,An Unemployed Person’s Worse Nightmare,"Welcome to the modern job market in 2025, where you apply to 200 jobs, get 0 interviews, and still get told to “just get a job.",2025-12-04,29,,LEVEL_1_AWARE
job search nightmare,-8rg1nPv-rc,https://www.youtube.com/watch?v=-8rg1nPv-rc,"Job Search Nightmare: 1,000 Applications and Failure? #shorts","A former e-commerce director's desperate job search reveals a hidden crisis. 1000 applications, bankruptcy, and a family ...",2025-11-03,698,"bankruptcy, 1000 applications",LEVEL_3_CRISIS
job search nightmare,4tQ8E-tYrBs,https://www.youtube.com/watch?v=4tQ8E-tYrBs,Job Hunting Today Is a Nightmare,"Applying for jobs in 2025 feels like a side quest from hell. 3 rounds of AI interviews, and still get the same “we went with other ...",2025-10-18,256,,LEVEL_1_AWARE
job search nightmare,NDJn7FKNH1M,https://www.youtube.com/watch?v=NDJn7FKNH1M,Job Interview Turned Into 6-Month Nightmare 😱 #truecrimeshorts,Ethan just wanted a warehouse job. The interview seemed normal. Professional manager. Good pay. But when they went to the ...,2025-12-10,1804,,LEVEL_1_AWARE
hundreds of applications no response,Xe-dHYhBwVk,https://www.youtube.com/watch?v=Xe-dHYhBwVk,"International students — 😓 200+ Job Applications, But No Response?",here's the truth: It's not just about applying — it's about having the right network and optimized resume! ElevateMe helps you ...,2025-10-17,780,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,dKTuksL13q8,https://www.youtube.com/watch?v=dKTuksL13q8,What Does No Interview Response Mean For My Application?,"Ever applied for a job and heard nothing back after an interview? It's a common, frustrating experience, and this video explores ...",2025-12-14,0,,LEVEL_1_AWARE
hundreds of applications no response,tMuAY2kZ7Q4,https://www.youtube.com/watch?v=tMuAY2kZ7Q4,The Real Reason You Get No Replies On Your Job Applications,"You keep tailoring your CV, writing careful cover letters… and then nothing. No reply, no rejection, just silence. In this video I ...",2025-11-26,5207,,LEVEL_1_AWARE
hundreds of applications no response,sS3dUqvTdBc,https://www.youtube.com/watch?v=sS3dUqvTdBc,Why Are My Sports Job Board Applications Getting No Response? - Sports Jobs,Why Are My Sports Job Board Applications Getting No Response? Are you struggling to get responses from your sports job ...,2025-10-30,0,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,oG_Z-otyTVQ,https://www.youtube.com/watch?v=oG_Z-otyTVQ,Why Do My Indeed Applications Get No Responses? - Job Success Network,Why Do My Indeed Applications Get No Responses? Are you wondering why your job applications on platforms like Indeed often ...,2025-11-12,7,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,nfvbxxl5-E0,https://www.youtube.com/watch?v=nfvbxxl5-E0,Why Are My Job Board Applications Getting No Responses? - Job Success Network,Why Are My Job Board Applications Getting No Responses? Are your job applications on online platforms not getting any ...,2025-11-04,0,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,PFD2JRPetWY,https://www.youtube.com/watch?v=PFD2JRPetWY,How to Fix Wi-Fi Connection Problem 2025 || WiFi connect nahi ho raha hai to kya kare #shorts,shorts #wifi #wificonnection #wifisetting #wifinotworking #android_settings #mashooqyounis Your Queries:- WiFi Connection ...,2025-10-30,113762,,LEVEL_1_AWARE
hundreds of applications no response,Ev1BGnzIxOw,https://www.youtube.com/watch?v=Ev1BGnzIxOw,🔥 “Thousands of Applications. No Replies. The TRUTH About Fresher Jobs 💔 #VoiceOfFreshers”,The present job market is broken: Apply to thousands of jobs → zero replies Talent blocked before even getting a chance ...,2025-09-24,163,,LEVEL_1_AWARE
hundreds of applications no response,I7U4YHcTxto,https://www.youtube.com/watch?v=I7U4YHcTxto,Why Are My Remote Job Applications Getting No Response? - Digital Nomad Success Guide,Why Are My Remote Job Applications Getting No Response? Are your remote job applications going unanswered? In this video ...,2025-10-23,3,no response,LEVEL_2_STRUGGLING
can't find job,I61Nf8fhZ5Q,https://www.youtube.com/watch?v=I61Nf8fhZ5Q,"&quot;I Can&#39;t Find a Job, Employers Ghosting Me...&quot; Woman Explains Why It&#39;s Difficult During Layoffs 🤔","Tiege Hanley: Get your first box 40% off (+ FREE gift), and 20% off for life, at https://tiege.com/antondaniels Join the Bag Chasers ...",2025-11-04,41246,,LEVEL_1_AWARE
can't find job,aTL1CFBTw9Q,https://www.youtube.com/watch?v=aTL1CFBTw9Q,The REAL Reason You Can&#39;t Get A Job,"While official reports show ""low"" unemployment, the reality is a job market collapse where opportunities exist only on paper.",2025-09-23,184806,,LEVEL_1_AWARE
can't find job,KNDZlSjjEFw,https://www.youtube.com/watch?v=KNDZlSjjEFw,Americans Can’t Find Work — The Job Market Is Broken in 2025,"The 2025 job market feels impossible. People are applying to hundreds of jobs, sitting through eight rounds of interviews, and still ...",2025-11-05,1140,,LEVEL_1_AWARE
can't find job,YxSZihhK6KE,https://www.youtube.com/watch?v=YxSZihhK6KE,"&quot;I Can&#39;t Find a Job, They Want Black Women Working At McDonald&#39;s...&quot; People Complain After Layoffs","Tiege Hanley: Get your first box 40% off (+ FREE gift), and 20% off for life, at https://tiege.com/antondaniels Join the Bag Chasers ...",2025-10-15,83801,,LEVEL_1_AWARE
can't find job,P4I_LuUqBqg,https://www.youtube.com/watch?v=P4I_LuUqBqg,Why Even Harvard’s Smartest Graduates Can’t Get a Job Now,Why It is So Difficult to Gen Zeers to Get a Job Generation Z faces a challenging labor market as unemployment among recent ...,2025-10-01,316194,,LEVEL_1_AWARE
laid off and struggling,6maHJt0Ud4g,https://www.youtube.com/watch?v=6maHJt0Ud4g,"Women are complaining that after being laid off and fired, it&#39;s hard to find a job in this market 😳","Tiege Hanley: Get your first box 40% off (+ FREE gift), and 20% off for life, at https://tiege.com/antondaniels Join the Bag Chasers ...",2025-10-19,111272,,LEVEL_1_AWARE
laid off and struggling,fjVnR5c0xZ4,https://www.youtube.com/watch?v=fjVnR5c0xZ4,Former Amazon employees speak out on layoffs,"I think they should reevaluate and think long-term of the impacts that these have,” said an Amazon employee who was laid off.",2025-10-29,410549,,LEVEL_1_AWARE
laid off and struggling,cRLrCk5WY1U,https://www.youtube.com/watch?v=cRLrCk5WY1U,"300,000 Federal Employees Just Got Laid Off (People Are Losing It)",[Private Discord Server]: https://www.patreon.com/marketgains1 [Server Link]: https://discord.gg/HcQBdfG9hm - With 7 day free ...,2025-10-27,5142,,LEVEL_1_AWARE
laid off and struggling,2cI5iSRAg1Q,https://www.youtube.com/watch?v=2cI5iSRAg1Q,Life After Layoffs – How People Survive with ZERO Income,"When you lose your job, the silence hits hardest. This video dives into real stories of people trying to rebuild their lives after being ...",2025-10-22,51970,,LEVEL_1_AWARE
laid off and struggling,iB7_NaGKUI8,https://www.youtube.com/watch?v=iB7_NaGKUI8,💔WORKERS  LOST EVERYTHINNG OVERNIGHT/THE HARSH REALITY OF BEING LAID OFF WITHOUT WARNING ,"They lost everything overnight — their jobs, their homes, their peace of mind. This is the painful truth about layoffs that no one talks ...",2025-10-09,5403,,LEVEL_1_AWARE
laid off and struggling,zpZNV6U7_-8,https://www.youtube.com/watch?v=zpZNV6U7_-8,People Everywhere Are Getting Laid Off… Americans Need to Hear This,"Mass layoffs are spreading across America as companies continue cutting staff heading into 2025. In today's video, we break ...",2025-12-03,63520,,LEVEL_1_AWARE
unemployment running out,17PS8kEfjpI,https://www.youtube.com/watch?v=17PS8kEfjpI,Why the US is Running Out of Jobs,"For decades, Americans have been told to worry about worker shortages. But what if the real danger isn't too few workers, but too ...",2025-09-19,921148,running out,LEVEL_1_AWARE
unemployment running out,FBq_YpwrVWo,https://www.youtube.com/watch?v=FBq_YpwrVWo,How To Apply For More Unemployment Weeks?,"Navigating unemployment can be challenging, especially when benefits are running out. This video provides a clear, step-by-step ...",2025-11-23,2,running out,LEVEL_1_AWARE
unemployment running out,H847sgvoYUg,https://www.youtube.com/watch?v=H847sgvoYUg,Black women and men&#39;s unemployment numbers are skyrocketing. Cori Bush responds.,Trump's assault on DEI is landing the hardest on Black women in the workforce. The second most impacted are Black men.,2025-12-13,3276,,LEVEL_1_AWARE
unemployment running out,MoOn71IxldU,https://www.youtube.com/watch?v=MoOn71IxldU,"Jobs report reveals cooling labor market and &#39;uneven economy,&#39; analyst says","The U.S. labor market is showing further signs of cooling, as the latest jobs report indicates that unemployment has risen to its ...",2025-12-16,21091,,LEVEL_1_AWARE
unemployment running out,hhZKn20WOl4,https://www.youtube.com/watch?v=hhZKn20WOl4,How a Country of 144 Million Ran Out of Workers,Russia has a crisis hiding in plain sight. The workforce is shrinking as industries strain and the war adds even more pressure.,2025-10-28,544220,,LEVEL_1_AWARE
job market is broken,Tcawo-mBocE,https://www.youtube.com/watch?v=Tcawo-mBocE,Why is the Job Market on the Brink of Collapse?,jobmarket #tech #techlayoffs The U.S.A job market is facing major strain as layoffs rise and automation accelerates. Despite ...,2025-11-15,412080,,LEVEL_1_AWARE
job market is broken,tRLwFMZ0-8s,https://www.youtube.com/watch?v=tRLwFMZ0-8s,The Job Market Isn’t Broken | Here’s How to Get a Job in 2025.,"Everyone says “no one's hiring,” but the truth is way different from what you see online. Layoffs make headlines, doomers flood the ...",2025-10-04,29,,LEVEL_1_AWARE
job market is broken,tTYba-gTfXA,https://www.youtube.com/watch?v=tTYba-gTfXA,Why The Job Market Is COOKED &amp; Layoffs Are Getting WORSE,2nd Channel @ZacV2 My TikTok https://www.tiktok.com/@zacrios?_t=ZT-90LyuVCSxLr&_r=1 Chapters 0:00 Subscribe!,2025-11-20,429685,,LEVEL_1_AWARE
job market is broken,46iG3IS_XDs,https://www.youtube.com/watch?v=46iG3IS_XDs,Why The Job Market Is WORSE Than We Thought,"The job market in the United States is facing a new era of uncertainty as unemployment, mass layoffs, ghost jobs, and a growing ...",2025-10-29,127556,,LEVEL_1_AWARE
job market is broken,WwJpY4KyLLc,https://www.youtube.com/watch?v=WwJpY4KyLLc,Employment Just Cracked. Housing Is Next,"Layoffs are exploding and housing is always next. While everyone is watching interest rates, they are missing the single most ...",2025-12-16,12592,,LEVEL_1_AWARE
job market is broken,ZVr9Xavu2m8,https://www.youtube.com/watch?v=ZVr9Xavu2m8,"Woman recruiter says most young people will be broke and aren&#39;t ready for the job market, unemployed","Tiege Hanley: Get your first box 40% off (+ FREE gift), and 20% off for life, at https://tiege.com/antondaniels Join the Bag Chasers ...",2025-12-07,194072,,LEVEL_1_AWARE
overqualified unemployed,4-UsaQaRiyA,https://www.youtube.com/watch?v=4-UsaQaRiyA,Unemployed @ 50 &amp; was told I was overqualified,"At 50, life knocked me flat. I was unemployed, draining my savings just to keep a roof over my head and food on the table.",2025-09-26,436,overqualified,LEVEL_2_STRUGGLING
overqualified unemployed,s8KQELvzTnw,https://www.youtube.com/watch?v=s8KQELvzTnw,The Brutal Truth About Job Hunting Over 50,"If you're over 50 and job hunting, you're fighting more than competition - you're fighting systematic ageism. 40% of older workers ...",2025-09-22,1478,,LEVEL_1_AWARE
overqualified unemployed,bk05-ZdsOCQ,https://www.youtube.com/watch?v=bk05-ZdsOCQ,How Does Underemployment Affect True Unemployment Rates? - Demographic Data Answers,How Does Underemployment Affect True Unemployment Rates? Have you ever wondered how the true state of the job market is ...,2025-10-27,2,,LEVEL_1_AWARE
overqualified unemployed,2xEx4hF0fAs,https://www.youtube.com/watch?v=2xEx4hF0fAs,Episode 8: Scrap Metal: Why Veterans Are Working Jobs They&#39;re Overqualified For,SCRAP METAL — Why Veterans Are Working Jobs They're Overqualified For | The Forge Podcast Veterans aren't “broken.,2025-11-21,12,overqualified,LEVEL_2_STRUGGLING
