search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category
laid off tech 2025,CakE9HmhzS0,https://www.youtube.com/watch?v=CakE9HmhzS0,18 months after I got laid off in tech (4 Harsh Lessons I learned in 2025),Discover how to make $8000 a month in tech: https://letphil.com/ Let Phil's FREE Community Discord Channel: ...,2026-01-01,23079,,LEVEL_1_AWARE
laid off tech 2025,VeMA9WGKxOg,https://www.youtube.com/watch?v=VeMA9WGKxOg,"Laid Off After 25 Years in Tech: The Anxiety, Sacrifice, and Reality No One Talks About",layoffs2025 #softwareengineer #bigtech #developerlife What happens when a 25-year career in Big Tech suddenly ends? In this ...,2025-12-19,1027713,anxiety,LEVEL_1_AWARE
laid off tech 2025,doAYGVG7xxA,https://www.youtube.com/watch?v=doAYGVG7xxA,"Laid Off After 25 Years in Tech: The Anxiety, Sacrifice, and Reality No One Talks About",2025 has been one of the worst years for layoffs going all the way back to 2008 with over 14 million jobs lost this year.,2025-12-28,120224,anxiety,LEVEL_1_AWARE
laid off tech 2025,LNJPnQFRZmQ,https://www.youtube.com/watch?v=LNJPnQFRZmQ,WTF is Wrong with the Tech Job Market in 2026 ?,"Layoffs keep making headlines. Entry-level roles are disappearing. And yet, companies are still hiring aggressively for AI, cloud, ...",2026-01-18,57909,,LEVEL_1_AWARE
laid off tech 2025,4NSr9NEtufk,https://www.youtube.com/watch?v=4NSr9NEtufk,Mass Layoffs in Tech: I Survived Them for 25 Years—Until I Didn’t,"Mass layoffs are sweeping through the tech industry again. Over the last week alone, tens of thousands of engineers, designers, ...",2026-02-02,63553,,LEVEL_1_AWARE
laid off tech 2025,2mA4vZeHp8o,https://www.youtube.com/watch?v=2mA4vZeHp8o,"After the Big Tech Layoff: Brutal Interviews, Early Retirement Fears, and What Comes Next","layoffs2025 #softwareengineer #bigtech #developerlife After being laid off from a Big Tech company in his mid-40s, ...",2025-12-29,227877,,LEVEL_1_AWARE
laid off tech 2025,E5VQ1nd-sIs,https://www.youtube.com/watch?v=E5VQ1nd-sIs,"25 Years in Tech, Now Laid Off: Honest Advice for Junior Engineers in a Brutal Job Market",I'm a software engineer with 25 years in the tech industry and I'm currently unemployed after being laid off from Big Tech. Lately ...,2026-01-07,178655,,LEVEL_1_AWARE
laid off tech 2025,O8f21DH5FdU,https://www.youtube.com/watch?v=O8f21DH5FdU,Layoffs In 2026 Will Be FAR WORSE Than 2025 | Here&#39;s Why,Layoffs In 2026 Will Be FAR WORSE Than 2025 | Here's Why Popular Video Content: US News: - http://bit.ly/USworldnews ...,2025-12-20,22086,,LEVEL_1_AWARE
laid off tech 2025,v-0gG_NDDX0,https://www.youtube.com/watch?v=v-0gG_NDDX0,Why Mass Holiday Layoffs Are Getting WORSE in 2025,2nd Channel @ZacV2 Compilation Channel @TheZacRiosShow My TikTok https://www.tiktok.com/@zacrios?,2025-12-18,396148,,LEVEL_1_AWARE
laid off tech 2025,WxhqmxDW770,https://www.youtube.com/watch?v=WxhqmxDW770,I Got Laid Off From Block — My Second Layoff in Months | The Reality of Tech in 2026,I was laid off from Block yesterday — just weeks into the job. This is my second layoff in a matter of months after Microsoft. In this ...,2026-02-27,84345,,LEVEL_1_AWARE
job search nightmare,sm9gE1sq1jg,https://www.youtube.com/watch?v=sm9gE1sq1jg,Episode 20: Job Search NIGHTMARE?! The Truth About AI &amp; LinkedIn Revealed,"Buckle up, because this episode is absolute chaos! Hosted by Superlative Sain, Ronn Lezama, and JJwlz, this podcast dives into ...",2025-12-17,0,,LEVEL_1_AWARE
job search nightmare,9R2Y2CGLRn8,https://www.youtube.com/watch?v=9R2Y2CGLRn8,Blacklisted for a Misdemeanor? My Job Search Nightmare #shorts,"Former journalist facing job rejections due to a past misdemeanor. Background checks reveal the charge, leading to ...",2026-02-17,4,,LEVEL_1_AWARE
job search nightmare,wSgvxUWjDfk,https://www.youtube.com/watch?v=wSgvxUWjDfk,MY PARENTS CALLED EVERY JOB I APPLIED TO AND TOLD THEM I HAD A CRIMINAL RECORD...,jobsearch #familydrama #careerstory MY PARENTS CALLED EVERY JOB I APPLIED TO AND TOLD THEM I HAD A CRIMINAL ...,2026-03-08,4,,LEVEL_1_AWARE
job search nightmare,_ZuUrBTdal0,https://www.youtube.com/watch?v=_ZuUrBTdal0,Mass Layoffs Are Getting WORSE… Job Market Collapse Hits HARD (2026),Why Mass Layoffs Are Getting WORSE in 2026 Mass layoffs aren't slowing down—they're getting WORSE. And these TikToks ...,2026-01-24,25118,,LEVEL_1_AWARE
hundreds of applications no response,_ynY6knK_NU,https://www.youtube.com/watch?v=_ynY6knK_NU,Sent 100 Job Applications and Still No Replies?,You know that feeling when you've sent 100+ job applications... and your inbox still looks like: 0 updates. 0 replies. 0 callbacks.,2026-02-23,238,,LEVEL_1_AWARE
hundreds of applications no response,r77GlyNGD-s,https://www.youtube.com/watch?v=r77GlyNGD-s,No responses on your job applications,,2026-01-26,3751,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,UDTWIZEnFZc,https://www.youtube.com/watch?v=UDTWIZEnFZc,"100+ Job Applications, Zero Replies","Applied to 100+ jobs but no response is one of the most searched problems by freshers and job seekers today, and the main ...",2025-12-24,81,no response,LEVEL_2_STRUGGLING
hundreds of applications no response,T__1QViXUxk,https://www.youtube.com/watch?v=T__1QViXUxk,Ex-Google Recruiter Explains Why &quot;Lying&quot; Gets You Hired,Get my Job Seekers Toolkit: https://stan.store/farahsharghi/p/get-my-job-seekers-toolkit-now Land a Job Faster: ...,2025-12-30,903120,,LEVEL_1_AWARE
hundreds of applications no response,B4yx8qnOg1U,https://www.youtube.com/watch?v=B4yx8qnOg1U,"200 Applications, No Replies? Your Job Search Workflow Is Broken","If you've applied to 50, 100, or 200 jobs and heard nothing back, the problem is usually not “no jobs.” It's chaos. And chaos ...",2026-01-18,117,,LEVEL_1_AWARE
hundreds of applications no response,65EIiV2-kR4,https://www.youtube.com/watch?v=65EIiV2-kR4,Sent 50 applications with no replies?,"Sent 50 applications with no replies? That stops today. Send your resume for a quick expert scan—get clear fixes to stand out, ...",2025-12-12,52,,LEVEL_1_AWARE
can't find job,TrUBm_NYSBs,https://www.youtube.com/watch?v=TrUBm_NYSBs,3 WAYS TO GET A JOB IN THE “QUIET HIRING ERA OF 2026,WORK WITH ME HERE: https://beacons.ai/j.t.odonnell 3 WAYS TO GET A JOB IN THE “QUIET HIRING ERA OF 2026 #jobsearch ...,2025-12-18,9079,,LEVEL_1_AWARE
can't find job,v2z5woqJFk4,https://www.youtube.com/watch?v=v2z5woqJFk4,2026 Layoffs Explode to 2008 Levels (No One Can Find Work),"Mass layoffs, hiring freezes, ghost jobs, and why no one can find a job in 2026 — even with a degree. Try Rocket Money for FREE: ...",2026-02-19,70697,,LEVEL_1_AWARE
can't find job,3R9qaiNshZo,https://www.youtube.com/watch?v=3R9qaiNshZo,"&quot;Majority of Gen Z Is Unemployed...&quot; Woman Says They Can&#39;t Find Jobs, Face Layoffs, or Get Fired 🤔","Tiege Hanley: Get your first box 40% off (+ FREE gift), and 20% off for life, at https://tiege.com/antondaniels Join the Bag Chasers ...",2026-02-05,69809,,LEVEL_1_AWARE
can't find job,d-BdvZYiorM,https://www.youtube.com/watch?v=d-BdvZYiorM,The Real Reason You Can’t Get Hired,"This is why the job market is broken, worse than you thought and the real reason why Gen Z can't find work. Follow Me For More.",2025-12-09,140253,,LEVEL_1_AWARE
laid off and struggling,34wCEyX-Ebc,https://www.youtube.com/watch?v=34wCEyX-Ebc,30 Days After Being Laid Off - Is There Even Job Security Anymore?,It's been almost 30 days since I was laid off and I'm still oscillating between fear and hope. I've built my entire life around the belief ...,2026-02-25,10593,,LEVEL_1_AWARE
laid off and struggling,q6S7EQjCTfo,https://www.youtube.com/watch?v=q6S7EQjCTfo,Jack Dorsey Just Laid Off Half His Workforce In A Single Day,Jack Dorsey just cut 4000 jobs at Block — nearly half the company — and said the business is strong. Then he said the quiet part ...,2026-02-27,48924,,LEVEL_1_AWARE
laid off and struggling,4M3VEz42EHo,https://www.youtube.com/watch?v=4M3VEz42EHo,Meta Just Laid Off THOUSANDS — Job Market Keeps Getting WORSE,"Meta just laid off THOUSANDS of employees, and it's another warning sign that the job market is getting worse by the day.",2026-01-17,46492,,LEVEL_1_AWARE
laid off and struggling,m70b6OWuL0k,https://www.youtube.com/watch?v=m70b6OWuL0k,Laid Off After 4 Months as a Software Engineer,"In this video I talk about my experience getting laid off by CrowdStrike during their 5% mass layoffs last year, and provide a quick ...",2026-02-13,162153,,LEVEL_1_AWARE
laid off and struggling,QSzMRa6Sm0I,https://www.youtube.com/watch?v=QSzMRa6Sm0I,"&quot;Today is Your Last Day&quot; — 16,000 Workers Laid Off At Amazon","Amazon just announced layoffs affecting 16000 employees, and it's raising serious questions about where the job market is ...",2026-01-29,17360,,LEVEL_1_AWARE
laid off and struggling,t9r2ave62pw,https://www.youtube.com/watch?v=t9r2ave62pw,The Perpetual Layoff Machine  (The Rise Of &quot;Forever&quot; Layoffs),"Companies have figured out how to eliminate jobs without making headlines: small, continuous, never-ending layoffs. In this video ...",2026-01-29,63264,,LEVEL_1_AWARE
laid off and struggling,YQLTRWJwQ1I,https://www.youtube.com/watch?v=YQLTRWJwQ1I,Laid Off After 9 Years - Here&#39;s What Nobody Tells You,I was loyal to a company who was not loyal to me. I'm not bitter. It's life. Things happen. I just want this video to serve as a warning ...,2026-02-01,417380,,LEVEL_1_AWARE
unemployment running out,D1UYg502Zzg,https://www.youtube.com/watch?v=D1UYg502Zzg,Why The UK Is Running Out Of Jobs,"The UK job market is quietly tightening — and most people haven't noticed yet. Behind the headline unemployment rate, job ...",2025-12-29,23740,running out,LEVEL_1_AWARE
unemployment running out,YnjzfB2O_pY,https://www.youtube.com/watch?v=YnjzfB2O_pY,&#39;NOT A GOOD REPORT&#39;: Labor sec acknowledges WEAK February jobs numbers,Labor Secretary Lori Chavez-DeRemer joins 'Varney & Co.' to address February's weak jobs report and rising unemployment.,2026-03-06,26450,,LEVEL_1_AWARE
unemployment running out,v5PRfo__x0w,https://www.youtube.com/watch?v=v5PRfo__x0w,Why The UK Is Running Out Of Jobs for Young People,"Youth unemployment in the UK has climbed to 15.3%, now higher than the EU average for the first time on record. In this video ...",2026-02-28,2520,running out,LEVEL_1_AWARE
unemployment running out,Y-iTdQzdRl0,https://www.youtube.com/watch?v=Y-iTdQzdRl0,Got Laid Off? Don’t Miss These Next Steps,Getting laid off can feel overwhelming. There's so much fine print and no one tells you what to do next. After my husband and I ...,2026-02-01,8,,LEVEL_1_AWARE
unemployment running out,H847sgvoYUg,https://www.youtube.com/watch?v=H847sgvoYUg,Black women and men&#39;s unemployment numbers are skyrocketing. Cori Bush responds.,Trump's assault on DEI is landing the hardest on Black women in the workforce. The second most impacted are Black men.,2025-12-13,3781,,LEVEL_1_AWARE
unemployment running out,-P33Z-zw2as,https://www.youtube.com/watch?v=-P33Z-zw2as,"Unemployed Comedians: Joy, Fear, and Running Out of Money! #shorts","Four comics reveal the highs and lows of unemployment, the fragility of a comedy career, and the raw emotions behind the jokes.",2026-01-08,826,"running out of money, running out",LEVEL_1_AWARE
unemployment running out,2H7lmPZaW_U,https://www.youtube.com/watch?v=2H7lmPZaW_U,Doing Everything Right and Still Unemployed? Here’s Why,"Doing everything “right” in school and still can't get hired? It's not you, the system is broken. Entry-level jobs are disappearing ...",2026-03-06,91,,LEVEL_1_AWARE
unemployment running out,lxRRuCPF-zA,https://www.youtube.com/watch?v=lxRRuCPF-zA,Job Loss After 50: Should You Touch Your 401k?,You don't save for decades just to burn through it during one stretch of unemployment. But when the cash starts running out after ...,2026-02-01,526,running out,LEVEL_1_AWARE
