uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:njwcnt4qsdno2lhebdq34m2o/app.bsky.feed.post/3mjkatim4a22g,I know socialism is superior because socialists have never once led a country where student debt or medical debt reached hundreds of thousands of dollars for a single person,nerdjpg.com,1283,30,133,LEVEL_1_AWARE,2026-04-15T15:52:11.256Z,medical debt,healthcare
at://did:plc:waathd3xkegciaeglm46blou/app.bsky.feed.post/3mjmfyhhhec2h,"Medical debt is crushing Georgians.

The Supreme Court decides:
• If hospitals can sue you into bankruptcy
• Whether insurance companies must cover essential care
• How medical debt affects your credit ＆ housing

This isn't abstract. 

Elect justices who understand the stakes.
#USDemocracy",tommasina2.bsky.social,131,0,84,LEVEL_3_CRISIS,2026-04-16T12:29:46.012Z,medical debt,healthcare
at://did:plc:v7dl3hoxfq4h5tvta3wbppgn/app.bsky.feed.post/3mjv6ig24kc2u,Do you make money off medical debt Brian?,montrealmuffin.bsky.social,13,1,0,LEVEL_1_AWARE,2026-04-20T00:09:29.110Z,medical debt,healthcare
at://did:plc:f3dcsz365o4zyt7uuqyliwgt/app.bsky.feed.post/3mjsc7jcruc23,"“You probably rolling in cash and have 10 suitors at your feet” 

No bitch I have medical debt and a cat and trauma from past relation(situation)ships",thesleepysuccubus.bsky.social,60,0,7,LEVEL_1_AWARE,2026-04-18T20:38:06.302Z,medical debt,healthcare
at://did:plc:2ot5u6uvnmcv7ib5sjapan4y/app.bsky.feed.post/3mjrmn7rwjl2p,Every report about rising medical debt feels like déjà vu. We keep treating illness like a personal failure instead of a structural one.,jthompson61.bsky.social,23,0,8,LEVEL_1_AWARE,2026-04-18T14:12:03.754Z,medical debt,healthcare
at://did:plc:njwcnt4qsdno2lhebdq34m2o/app.bsky.feed.post/3mjnoq6g5a224,Average decay of a thread of mine,nerdjpg.com,522,22,39,LEVEL_1_AWARE,2026-04-17T00:38:51.509Z,medical debt,healthcare
at://did:plc:njwcnt4qsdno2lhebdq34m2o/app.bsky.feed.post/3mjl36uj3hk27,Wow. Good thing capitalism doesn’t require using other people’s money for things. Imagine if they systematized it and then put interest on it and millions of people could only afford school and medicine that way,nerdjpg.com,1166,37,137,LEVEL_1_AWARE,2026-04-15T23:43:50.124Z,medical debt,healthcare
at://did:plc:fzbpbrfwq43dphrpokwuctyp/app.bsky.feed.post/3mjvnvbtps22q,"Woke up and started panicking about medical bills, but my (other) CBT skills allow me to remind myself: debt is fake and that debt is fakest of all. I’m gonna sleep so good specifically *because* they want me lying awake worrying about paying fake bills. Im sleeping peacefully as praxis 😌",loridiletto.bsky.social,20,1,1,LEVEL_1_AWARE,2026-04-20T04:45:07.041Z,medical debt,healthcare
at://did:plc:twe2p2spjrlnfiekn6hltfs5/app.bsky.feed.post/3mjuacc4hek2a,"Freedom is such a sham. What exactly are we free to do? Free to assemble and be beaten by police. Free to speak unless you say anything about Israel. Free to starve, free to die of preventable diseases, free to go into medical debt. What good is this freedom?",koboldred.bsky.social,36,2,6,LEVEL_1_AWARE,2026-04-19T15:09:11.410Z,medical debt,healthcare
at://did:plc:gna5ofk7gglhms2raaquxtcm/app.bsky.feed.post/3mjjbixquac2l,GOOD NEWS: North Carolina clears all medical debt for their state. And they had to change their policy entirely that requires hospitals to give free care to lower income patients. AND! They aren't the only state hearing the outcry for medical help and doing something about it.,jubilations.bsky.social,306,5,119,LEVEL_1_AWARE,2026-04-15T06:31:32.046Z,medical debt,healthcare
at://did:plc:bqqmnlsvb4iknp25ywnwhido/app.bsky.feed.post/3mjvvgbo5x22a,"Kinda depressing feeling like you have no future and one medical issue could lead to endless debt

Now multiply this feeling to almost the entire population my age

:(",salamikii.bsky.social,17,2,2,LEVEL_1_AWARE,2026-04-20T06:59:53.477Z,medical debt,healthcare
at://did:plc:3qdo6msi7xdr422qnhujdrzu/app.bsky.feed.post/3mjmvtw2mkk2o,"Fighting Goliaths Hotline, Ep. 1: Protecting Coloradans from Medical Debt.",seligmanforag.bsky.social,9,0,1,LEVEL_1_AWARE,2026-04-16T17:13:33.419Z,medical debt,healthcare
at://did:plc:z6z4x5g6pvezdud7ftj7uhdc/app.bsky.feed.post/3mjmb3n4ccg25,"Healthcare affordability affects educators, families and communities. 💙 Register for a webinar w/ @vinguptamd.bsky.social @rweingarten.bsky.social & Dr. Monica Soni on medical debt and access to care. 4/30 ⏰ 7 PM ET https://sharemylesson.com/webinars/medical-debt-health-care-affordability @aft.org ",sharemylesson.bsky.social,18,0,3,LEVEL_1_AWARE,2026-04-16T11:02:03.75564184Z,medical debt,healthcare
at://did:plc:xuzdy5wrsne6jie5jqii7rzn/app.bsky.feed.post/3mjuvce6fgc26,"Interesting, because my quality of life has dropped measure ably under both. Food got more expensive under Trump. It got more expensive under Biden too. My student debt is an axe above my neck under Trump, and it was under Biden. My medical bills are the same story.

Demand better.",coebalte.bsky.social,24,4,0,LEVEL_1_AWARE,2026-04-19T21:25:02.149Z,medical debt,healthcare
at://did:plc:ckdaku6ierhqmniai63drxps/app.bsky.feed.post/3mjsgts4ogz2y,"@atg.wa.gov Nick Brown just secured $1.5 million in medical debt relief for Washingtonians. 👏 

“Debt collectors must inform Washington consumers of their protections under the law, and if not, they will hear from us.” -AG Brown ",democraticags.bsky.social,8,0,3,LEVEL_1_AWARE,2026-04-18T22:01:01.112041356Z,medical debt,healthcare
at://did:plc:quu4h7b5nl6ktn4cqq65b3ja/app.bsky.feed.post/3mjhwudecnc23,Illness is not a moral failure. Medical debt is not a sign of poor character. But choosing war over healthcare — cutting Medicaid while Americans go broke getting sick? That IS a failure. A moral one. #HealthcareNotTrumpsWar,thejenniwren.teamlh.social,593,14,266,LEVEL_1_AWARE,2026-04-14T17:48:22.416Z,medical debt,healthcare
at://did:plc:ndn6ht6nhgdt3zdnyywrk77y/app.bsky.feed.post/3mjkz4beock2q,no one had medical debt because no one had debt. this is apparently a bad thing,cassandragirlsmell.bsky.social,11,0,0,LEVEL_1_AWARE,2026-04-15T23:06:35.467Z,medical debt,healthcare
at://did:plc:ogr2kgp3iifzkxwdy2m4lvdg/app.bsky.feed.post/3mjvhh3jsts2o,"Funny how debt gets forgiven when rich people rack it up on yachts, hedge funds, or failed companies. But when regular people go into debt for school, medical bills, or just trying to survive, suddenly it’s called irresponsibility. The hypocrisy is disgusting.",chrisa327.bsky.social,7,1,1,LEVEL_1_AWARE,2026-04-20T02:49:48.212Z,medical debt,healthcare
at://did:plc:znh5af6frcug2kgpfbxjvdmk/app.bsky.feed.post/3mjjtjlxuis23,Fcking hate Disney so much. The way we needed universal healthcare yesterday. None of us should have to depend on any job just for fear of dying from medical debt…but. You know. USA and al,gutlesswonder.bsky.social,89,2,15,LEVEL_3_CRISIS,2026-04-15T11:54:00.599Z,medical debt,healthcare
at://did:plc:w5gusml46pbi7f53boql7nct/app.bsky.feed.post/3mjqicrle622t,"$277 per week ...

The most traumatic year of my life 

#centrelink 
refused to process my carer application 

refused to apply my medical exemptions from mutual obligations 

almost drove me to unalive myself 

I was 57
my dependent AuDHD child was under 8

Debt collection
Final notices",lisatellstruth.bsky.social,16,3,4,LEVEL_1_AWARE,2026-04-18T03:21:58.596Z,medical debt,healthcare
at://did:plc:mbs3nds53xfygviftmlzuodn/app.bsky.feed.post/3mjpstc2ngc2b,"yknow what I’m gonna say one more thing. I currently have $33, I’m in medical debt and my living situation isn’t great, so excuse the fuck out of me for wanting a game to make me happy. My bad. Sorry I’m human. Stop assuming you know me. Get off your high horse and get over yourselves. That’s it :3",shyeevee.bsky.social,28,0,1,LEVEL_1_AWARE,2026-04-17T20:57:30.438Z,medical debt,healthcare
at://did:plc:ji7lroxun3yvv2pxhcf7jqsn/app.bsky.feed.post/3mjuxgxxrmc25,"Wow. Check out this Aussie telling it like it is.

1/2",urocklive1.bsky.social,1135,31,540,LEVEL_1_AWARE,2026-04-19T22:03:24.605Z,medical debt,healthcare
at://did:plc:h27holrael3ls2sr7ov34625/app.bsky.feed.post/3mjv37zdpls2f,"The absolutely lovely Jenna is having to deal with medical debt and rent, making ends meet by selling off a lot of her personal treasures.

If you enjoy her content, please send her a tip. She is one of the kindest, sweetest people I know.💕

Please don't act like a dick to her.

#NSFW",flyingacecmx.bsky.social,18,1,3,LEVEL_1_AWARE,2026-04-19T23:11:06.127Z,medical debt,healthcare
at://did:plc:rcr2ruijx5owhekysxo6rhca/app.bsky.feed.post/3mjouimjpks2w,My medical debt should be fully paid off next month!!!! Just in time for me to get more medical debt from the cardiologist 🥰,lizmccownart.bsky.social,3,1,0,LEVEL_1_AWARE,2026-04-17T11:54:40.064Z,medical debt,healthcare
at://did:plc:2ye7g4ckzlgc2atcuwypooma/app.bsky.feed.post/3mjoyix24vk2k,"Well, I did something to my back apparently so I'm not working today. Also, I can't afford a hospital visit, so I just have to cross my fingers and hope for the best or go 30k+ into medical debt. I hate this place.",nehoc.bsky.social,26,9,1,LEVEL_2_STRUGGLING,2026-04-17T13:06:26.054Z,medical debt,healthcare
at://did:plc:pdar43bq4nynk7tjqopfpbwe/app.bsky.feed.post/3mjkjxoesak2q,"I was in Ecuador last week and our local guide asked me, “is it true that in the USA people can go bankrupt over medical debt?” I said yes. He shook his head in wonder. “That does not happen here.”",altnatarchives.altgov.info,45,2,7,LEVEL_1_AWARE,2026-04-15T18:35:35.203Z,medical debt,healthcare
at://did:plc:moejpt72sm743idbk3xc46mx/app.bsky.feed.post/3mjcuqgyqgs27,"credit card, student loan, and medical debt!",jesspish.bsky.social,181,6,8,LEVEL_1_AWARE,2026-04-12T17:27:05.839Z,medical debt,healthcare
at://did:plc:czgdhu4ml6yjpkptbytkcwvu/app.bsky.feed.post/3mjhvp7lkek24,"Illness is not a moral failure. Medical debt is not a sign of poor character. But choosing war over healthcare — cutting Medicaid while Americans go broke getting sick? 

That IS a failure. A moral one. 
#HealthcareNotTrumpsWar",bannerite.bsky.social,93,1,45,LEVEL_1_AWARE,2026-04-14T17:27:36.947Z,medical debt,healthcare
at://did:plc:wjatbj4hiinxfqaeixaw2bcp/app.bsky.feed.post/3mjhyvwaz442o,"Americans are drowning in medical debt while billions pour into endless wars. Trump’s agenda puts conflict over care. It’s time to demand better. 

#HealthcareNotTrumpsWar
1/6",realtuckfrumper.bsky.social,32,2,17,LEVEL_1_AWARE,2026-04-14T18:25:02.000Z,medical debt,healthcare
at://did:plc:diamrbhiyig6icqev6hboj64/app.bsky.feed.post/3mjpmg3wvd22j,I am very aware of how fortunate I am that this won't affect me in the short or long term. Still it's the principle and I wish medical debt collection agencies a very Luigi Mangione,bergoesbueno.bsky.social,9,0,0,LEVEL_1_AWARE,2026-04-17T19:02:45.365Z,medical debt,healthcare
at://did:plc:neq2o4mrwy4jsmo5r53iszy2/app.bsky.feed.post/3mjr5mkyelc2d,"""but she only has $30"" don't care, give that $60 to a homeless person ""but she has medical debt"" don't care, give $60 to a disabled person waiting on disability ""but you don't know how hard things are-"" don't care, give $60 to a trans woman ""but-"" don't care, give $60 to a person of color",lirulu.bsky.social,9,1,0,LEVEL_1_AWARE,2026-04-18T09:43:15.817Z,medical debt,healthcare
