uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:mzngqqr2jnglyqns6t5iqllu/app.bsky.feed.post/3mkagp4dme224,"Yall.. my transit flight got cancelled now im stuck in Jinan, China...",chirenbo.bsky.social,79,6,21,LEVEL_2_STRUGGLING,2026-04-24T11:35:40.873Z,flight cancelled,airline_chaos
at://did:plc:5fqen4rysvchnur3ag2pevnq/app.bsky.feed.post/3mkdegf7pls2a,"Our flight was cancelled because the plane we would have flown on was stuck at its previous airport due to storms there. “There is no plane” was the whole reason our flight was cancelled, but this guy trusted AI more than his own eyes. 3/3",arrscott.bsky.social,44,1,0,LEVEL_2_STRUGGLING,2026-04-25T15:32:59.732Z,flight cancelled,airline_chaos
at://did:plc:mzngqqr2jnglyqns6t5iqllu/app.bsky.feed.post/3mkcp5w3dec2r,"Got a rescheduled flight tmr.
Hope this one doesnt get cancelled also qwq",chirenbo.bsky.social,50,5,1,LEVEL_2_STRUGGLING,2026-04-25T09:12:27.038Z,flight cancelled,airline_chaos
at://did:plc:movn6xzezospl7lnkhy7nzpt/app.bsky.feed.post/3mkdfhkbsts2j,"Trump tells Fox he cancelled Witkoff and Kushner’s trip to the Pakistan talks.

""…they were getting ready to leave, and I said, 'Nope, you're not making an 18 hour flight to go there. We have all the cards.

1/2",chadbourn.bsky.social,113,12,15,LEVEL_2_STRUGGLING,2026-04-25T15:51:32.532Z,flight cancelled,airline_chaos
at://did:plc:5fqen4rysvchnur3ag2pevnq/app.bsky.feed.post/3mkdegezs5c2a,"Last year I was at a small airport when my flight was cancelled, the last flight scheduled to depart that day. While the agent was rebooking us on flights the next day, a man kept insisting that ChatGPT says there’s one more flight leaving that evening & demanding a seat on it. 1/",arrscott.bsky.social,34,1,1,LEVEL_2_STRUGGLING,2026-04-25T15:32:59.730Z,flight cancelled,airline_chaos
at://did:plc:46jx7jjivmk3ge4n2yfysw6t/app.bsky.feed.post/3mkf224ovsc2t,"Art of the Deal author now in week 8 of a 4-6 week timeline, just cancelled the peace talks because the flight was too long, & is briefing reporters that Iran has “no cards”. Maximum 4 dimensional bell end energy.",simonwhale.bsky.social,34,2,6,LEVEL_2_STRUGGLING,2026-04-26T07:32:30.389Z,flight cancelled,airline_chaos
at://did:plc:gvda6fem6r7selm4gzjjww4a/app.bsky.feed.post/3mkdfhqokm22j,‼️ Trump told Fox News he cancelled Witkoff and Kushner's trip to Pakistan to negotiate about Iran:,leahmcelrath.bsky.social,163,38,57,LEVEL_2_STRUGGLING,2026-04-25T15:51:39.228Z,flight cancelled,airline_chaos
at://did:plc:k4ukvr5nt2ondn2i4kfnyqw6/app.bsky.feed.post/3mk6o64itt22x,"For the first time, I'm forced to wonder if my flight is going to be cancelled for non-Chicago or mechanical related reasons. Well, there was that one time they couldn't find a flight crew but that was a case of *EXCELLENCE*.",funranium.bsky.social,40,4,0,LEVEL_2_STRUGGLING,2026-04-23T18:44:01.077Z,flight cancelled,airline_chaos
at://did:plc:tshrll7hb5scyeg4m6nitxtr/app.bsky.feed.post/3mkagtjcssm25,What if your flight is cancelled due to jet fuel shortages?,news.sky.com,8,2,3,LEVEL_2_STRUGGLING,2026-04-24T11:38:08.470Z,flight cancelled,airline_chaos
at://did:plc:mzngqqr2jnglyqns6t5iqllu/app.bsky.feed.post/3mkaqpxbuvc2p,"I really dont know what to do right now...

They said I have to wait 2 days for the next flight. But there's also a possibility that it will get cancelled again.

Im literally laying on a bench crying rn",chirenbo.bsky.social,43,5,6,LEVEL_2_STRUGGLING,2026-04-24T14:35:06.545Z,flight cancelled,airline_chaos
at://did:plc:nb6uhiglzowsdcbgwv2itwa7/app.bsky.feed.post/3mkdgxvck7k25,"Let’s add that Iranians did arrive in Islamabad and stated they are there to meet only with Pakistan.m

Aside from that, do Kushner and Witkoff have the mandate to make any decisions aside from delivering messages, that yes, can be delivered via phone?",onestpress.onestnetwork.com,623,72,204,LEVEL_1_AWARE,2026-04-25T16:18:34.695Z,flight cancelled,airline_chaos
at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3mk5mq5o2ic2q,"Flight cancellations stacking up as jet fuel shortage continues 

Less than one per cent of Canadian flights cancelled, but the list is growing

/1 thread

www.cbc.ca/news/canada/...",minibubbly.bsky.social,22,1,9,LEVEL_2_STRUGGLING,2026-04-23T08:45:39.053Z,flight cancelled,airline_chaos
at://did:plc:neckefdhqpbcdceuh7mup3ir/app.bsky.feed.post/3mkbc33mvek2v,"I’m supposed to fly from Ljubljana back to Ottawa tomorrow on Air Canada. Tried to check in and discovered that our flight has been cancelled, with no alert from the airline. Have been on hold for 2+ hours, no idea how we’re getting home with three very tired kids.",sproudfoot.bsky.social,16,8,2,LEVEL_2_STRUGGLING,2026-04-24T19:45:33.809Z,flight cancelled,airline_chaos
at://did:plc:hlxltda4tbiouxibp4x5grqt/app.bsky.feed.post/3mk3ygasw6s2d,"What’s awesome: sitting at the airport for 2h past boarding to watch your luggage being unloaded, flight cancelled.  

(😡 Not actually awesome)",toondreessen.bsky.social,10,1,0,LEVEL_2_STRUGGLING,2026-04-22T17:09:32.238Z,flight cancelled,airline_chaos
at://did:plc:grmskz7drkgu3nwdtgynymeu/app.bsky.feed.post/3mk46e4jeqk2x,man I hope the flight to my 10th anniversary trip this summer doesn't get cancelled cause Jet A is $13/gallon,squorch.com,9,2,0,LEVEL_2_STRUGGLING,2026-04-22T18:55:43.074Z,flight cancelled,airline_chaos
at://did:plc:qbdcx2beidw535lwahjdmwm7/app.bsky.feed.post/3mkdfoq6wlc2b,President Deals™️ is at it again,forbesmm.bsky.social,15,1,5,LEVEL_1_AWARE,2026-04-25T15:55:33.608Z,flight cancelled,airline_chaos
at://did:plc:adjk2dzgl56iyt524bgexl6u/app.bsky.feed.post/3mk6bpgjvmk2q,"Flight cancellations stacking up as jet fuel shortage continues. 1% of Canadian flights cancelled, the list is growing

www.cbc.ca/news/canada/...",pmagn.bsky.social,5,1,0,LEVEL_2_STRUGGLING,2026-04-23T15:01:03.378Z,flight cancelled,airline_chaos
at://did:plc:qr5aglvyuuzzds35itn4rli4/app.bsky.feed.post/3mkbtpkfhrs2k,"(Based on an actual Spirit experience) 

Battalion at Spirit ticketing desk

Spirit agent: flight’s cancelled, we don’t have a pilot

Battalion leader: surely you can rebook us on a different flight, we’re due on the campaign front

Agent: try back tomorrow",sourpickles.bsky.social,2,0,0,LEVEL_2_STRUGGLING,2026-04-25T01:01:13.996Z,flight cancelled,airline_chaos
at://did:plc:njzvjvzs4j6ehyl7wxz47kjd/app.bsky.feed.post/3mjyyhj3zbc23,"Back in [redacted] after last night's flight was cancelled. I never thought to check FlightRadar - had I done so, I may have noticed the incoming flight squawk 7700 and return to [redacted] after 10mins in the air. 

""Welcome! It's not the same plane!"" - cabin crew's cheery greeting this a.m..",finger-post.blog,11,2,0,LEVEL_2_STRUGGLING,2026-04-21T12:32:15.266Z,flight cancelled,airline_chaos
at://did:plc:ji5inzscmzejcj44xnm7trto/app.bsky.feed.post/3mk4a3bwc6k25,Praise be to the almighty for me deciding to double check our return flights from Mexico on Monday because apparently Shitfest cancelled our flight a month ago without notifying us🫠,adrinktothepast.bsky.social,4,2,0,LEVEL_2_STRUGGLING,2026-04-22T19:26:34.234Z,flight cancelled,airline_chaos
at://did:plc:ykhyxieufk3knzw2zy6ynxq4/app.bsky.feed.post/3mk5lig5r3s2x,"That’s so frustrating 😞 Which airline cancelled your flight? For that long of a delay and cancellation, you are entitled to reimbursement definitely worth checking with them.",lauren-rodgers.bsky.social,2,0,0,LEVEL_2_STRUGGLING,2026-04-23T08:23:25.779Z,flight cancelled,airline_chaos
at://did:plc:eoxny4dyxxyisgag73cpzlaj/app.bsky.feed.post/3mjwd6v3mlk2k,Gotta love waking up at 6 AM to find out that our 8:52 Cesna flight was cancelled without warning,cadecalrayn.bsky.social,11,1,0,LEVEL_2_STRUGGLING,2026-04-20T11:06:17.791Z,flight cancelled,airline_chaos
at://did:plc:yycapiv5455luce2ngvuhs77/app.bsky.feed.post/3mjym5xrwlc23,"Though the sole XPBB-1 prototype performed well in testing, the project was cancelled as priority shifted to land based bombers. Both the R-3350 engines and factory space that would have been required for Sea Ranger production were reallocated to the B-29 program.
📷 NHHC NH 94927
🧵5/5
#NavalHistory",jamiemctrusty.bsky.social,23,1,1,LEVEL_2_STRUGGLING,2026-04-21T08:51:59.763Z,flight cancelled,airline_chaos
