search_term,video_id,url,title,category
quit dating apps,XW2vA0DGXuc,https://www.youtube.com/watch?v=XW2vA0DGXuc,People Are Finally Quitting Dating Apps,LEVEL_3_CRISIS
quit dating apps,Pl7FZr8AVgQ,https://www.youtube.com/watch?v=Pl7FZr8AVgQ,When You Quit All Dating Apps,LEVEL_3_CRISIS
quit dating apps,zN3jB9XmxM4,https://www.youtube.com/watch?v=zN3jB9XmxM4,Dating Apps Are STRUGGLING As Men Are NO LONGER Paying... HOLD THE LINE,LEVEL_1_AWARE
quit dating apps,YdoinuPdsbI,https://www.youtube.com/watch?v=YdoinuPdsbI,Dating Apps Want Men Back...,LEVEL_1_AWARE
quit dating apps,zup43d4lmTA,https://www.youtube.com/watch?v=zup43d4lmTA,Why So Many Men Are Giving Up on Dating,LEVEL_1_AWARE
quit dating apps,ezL7Iw1TaYE,https://www.youtube.com/watch?v=ezL7Iw1TaYE,Women Are STRUGGLING Now That Men Have Quit Dating,LEVEL_3_CRISIS
quit dating apps,vhoseMIV0ko,https://www.youtube.com/watch?v=vhoseMIV0ko,Why you should ditch dating apps.,LEVEL_1_AWARE
quit dating apps,aWMJjr8OaCc,https://www.youtube.com/watch?v=aWMJjr8OaCc,Is Gen Z done with dating apps? | CNN Creators,LEVEL_1_AWARE
quit dating apps,z8abcsCT08g,https://www.youtube.com/watch?v=z8abcsCT08g,"Men Are DELETING Dating Apps, Women Are Lonely",LEVEL_1_AWARE
quit dating apps,w8m4l3rapWM,https://www.youtube.com/watch?v=w8m4l3rapWM,I quit dating apps and I’ve never been happier #lifeupdate #datingapps #datingtips #forwomen,LEVEL_3_CRISIS
quit dating apps,Ygv9ROy8AA8,https://www.youtube.com/watch?v=Ygv9ROy8AA8,Why Men Stopped Competing in the Dating Market,LEVEL_1_AWARE
quit dating apps,3kUQYfzJ7zE,https://www.youtube.com/watch?v=3kUQYfzJ7zE,We&#39;re Lying About What&#39;s Wrong With Dating,LEVEL_1_AWARE
dating app burnout,YBJVkFCmJaA,https://www.youtube.com/watch?v=YBJVkFCmJaA,Rising level of dating app burnout strikes 78 percent of all users: Report,LEVEL_1_AWARE
dating app burnout,y4gumAw7GyU,https://www.youtube.com/watch?v=y4gumAw7GyU,Swiping fatigue: Why more singles say dating apps are leaving them burned out,LEVEL_1_AWARE
dating app burnout,wljDQ2Wo6pw,https://www.youtube.com/watch?v=wljDQ2Wo6pw,Dating Apps Feel Like a Part-Time Job — Here’s Why You’re Burnt Out - RLS,LEVEL_2_FRUSTRATED
dating app burnout,aaeImJJVY0g,https://www.youtube.com/watch?v=aaeImJJVY0g,How to overcome modern dating burnout,LEVEL_2_FRUSTRATED
dating app burnout,_q4DN_Qdzrw,https://www.youtube.com/watch?v=_q4DN_Qdzrw,Dating App Burnout Ft. Brinley - Ep.182,LEVEL_1_AWARE
dating app burnout,Re9rmIaXBq4,https://www.youtube.com/watch?v=Re9rmIaXBq4,Post-Dating Clarity: The Psychology of Why Men Are Deleting Their Dating Apps,LEVEL_1_AWARE
dating app burnout,tjaS1_bI7aM,https://www.youtube.com/watch?v=tjaS1_bI7aM,Dating App Burnout is Real. Here’s How to Recover (Without Giving Up),LEVEL_1_AWARE
dating app burnout,lDgVXbdAqO4,https://www.youtube.com/watch?v=lDgVXbdAqO4,Dating App Burnout?,LEVEL_1_AWARE
dating app burnout,wqxow5UvefU,https://www.youtube.com/watch?v=wqxow5UvefU,Dating burnout is real,LEVEL_1_AWARE
dating app burnout,gRfrD_J-ioM,https://www.youtube.com/watch?v=gRfrD_J-ioM,Why Online Dating Is Breaking You: The Raw Truth About Dating Burnout,LEVEL_1_AWARE
dating apps ruined dating,RTTbvdkdU3U,https://www.youtube.com/watch?v=RTTbvdkdU3U,Dating Apps Ruined Dating,LEVEL_1_AWARE
dating apps ruined dating,OGAxWSvw6lg,https://www.youtube.com/watch?v=OGAxWSvw6lg,Dating Apps: The Worst of The Worst.,LEVEL_1_AWARE
dating apps ruined dating,Ik_Q5V6toQo,https://www.youtube.com/watch?v=Ik_Q5V6toQo,Dating Apps Ruined Society,LEVEL_1_AWARE
dating apps ruined dating,Y_LKykwQ4lw,https://www.youtube.com/watch?v=Y_LKykwQ4lw,Dating Apps Ruined Everything!!,LEVEL_1_AWARE
dating apps ruined dating,AbuqaeUs50E,https://www.youtube.com/watch?v=AbuqaeUs50E,Have Dating Apps Ruined Dating?,LEVEL_1_AWARE
dating apps ruined dating,Uczo3GPOiFQ,https://www.youtube.com/watch?v=Uczo3GPOiFQ,dating apps ruined my life,LEVEL_1_AWARE
dating apps ruined dating,ZLOrhxoJvko,https://www.youtube.com/watch?v=ZLOrhxoJvko,dating apps ruined real relationships,LEVEL_1_AWARE
dating apps ruined dating,rvqmNYBOREk,https://www.youtube.com/watch?v=rvqmNYBOREk,"MOST MEN Are Realizing How COOKED DATING, RELATIONSHIPS and PEOPLE Truly Are… Social Media Ruined Us",LEVEL_1_AWARE
dating apps ruined dating,Fa6MBUDuTTg,https://www.youtube.com/watch?v=Fa6MBUDuTTg,dating apps ruined everything,LEVEL_1_AWARE
dating apps ruined dating,Md83HeYRk9w,https://www.youtube.com/watch?v=Md83HeYRk9w,Voice Messages Ruined Dating Apps,LEVEL_1_AWARE
dating apps ruined dating,3px5UF_2YsI,https://www.youtube.com/watch?v=3px5UF_2YsI,Dating Apps Ruined Relationships,LEVEL_1_AWARE
dating apps ruined dating,pVU_6ARJTeE,https://www.youtube.com/watch?v=pVU_6ARJTeE,Dating Apps Have Completely Ruined Women,LEVEL_1_AWARE
