search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
can't afford rent on salary,JDbA9ubLUOQ,https://www.youtube.com/watch?v=JDbA9ubLUOQ,The Rent Apocalypse: 10 Cities Where Even Doctors Can’t Afford a Home,The Rent Apocalypse: 10 Cities Where Even Doctors Can't Afford a Home A doctor in America makes $374000 a year.,2026-02-18,166,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,-73cv64eM7Q,https://www.youtube.com/watch?v=-73cv64eM7Q,Rent Got SO High... Millions of People Are Living in Hotels Now,"More Americans are living in hotels—not because they want to, but because traditional housing has become unaffordable or ...",2026-01-13,848166,,LEVEL_1_AWARE,
can't afford rent on salary,_En1hkg61BY,https://www.youtube.com/watch?v=_En1hkg61BY,"When journalists can’t afford rent, one newsroom buys them a home","When a newsroom can't hire reporters, the problem isn't always pay — sometimes it's rent. In one coastal community, the cost of ...",2026-02-21,46,,LEVEL_1_AWARE,
can't afford rent on salary,vehrXuPCzGY,https://www.youtube.com/watch?v=vehrXuPCzGY,“I can’t afford to NOT pay rent!” -Elderly woman explains her frustration with her greedy landlord.,,2026-01-16,1787573,,LEVEL_1_AWARE,
can't afford rent on salary,4AxkHgRcylw,https://www.youtube.com/watch?v=4AxkHgRcylw,Can&#39;t Pay? We&#39;ll Take It Away! | Season 2 | Episode 10,Can't Pay? We'll Take It Away! Season 2 - Episode 10 Steve and Paul attend the eviction of a multi-occupancy house and attend ...,2026-01-07,55736,,LEVEL_1_AWARE,
can't afford rent on salary,d0Fpeb1O7z8,https://www.youtube.com/watch?v=d0Fpeb1O7z8,Can&#39;t Afford Rent? Here&#39;s Why Landlords Use the 3X Rule,"RentVsBuy #Homeownership #FamilyFinance This video examines the challenges of meeting landlord requirements, specifically ...",2026-03-11,2798,,LEVEL_1_AWARE,
can't afford rent on salary,KodkxqKuyno,https://www.youtube.com/watch?v=KodkxqKuyno,Millions of Americans Can&#39;t Afford Rent... They Have to Live in Cars and Sheds,"Millions of Americans are working full-time and still can't afford rent. In this video, we break down the math behind rising housing ...",2026-03-01,3581,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,5q_Ik8-TZ94,https://www.youtube.com/watch?v=5q_Ik8-TZ94,Couple Can&#39;t Afford Rent After Spending $1k at Mcdonald&#39;s,"Download Dollarwise- 6.0 Is Now LIVE* - Big Deals, New Features, Free Trial: https://bit.ly/46fiDYP THESE MESSAGES ...",2026-03-06,1495898,,LEVEL_1_AWARE,
can't afford rent on salary,eSly44yD8lU,https://www.youtube.com/watch?v=eSly44yD8lU,40% of Americans Can’t Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026),40% of Americans Can't Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026) Video description: America ...,2026-02-17,4744,"homeless, can't afford",LEVEL_3_CRISIS,
can't afford rent on salary,_qR29OPaF-g,https://www.youtube.com/watch?v=_qR29OPaF-g,Millions Are Living In Sheds And Storage Units Because They Can&#39;t Afford Rent Anymore,"Millions of Americans are now living in sheds, storage units, cars, RVs, and makeshift shelters — not by choice, but because rent ...",2026-01-31,4524,,LEVEL_1_AWARE,
paycheck to paycheck,7yjd4Pc8364,https://www.youtube.com/watch?v=7yjd4Pc8364,Americans Are BROKE: Majority Living Paycheck To Paycheck,WARNING: Making $100K Isn't Enough Anymore Popular Video Content: US News: - http://bit.ly/USworldnews Stocks ...,2026-04-04,14394,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,d4uAn7OM8aE,https://www.youtube.com/watch?v=d4uAn7OM8aE,Paycheck to Paycheck Nightmare: (Why 76% Have ZERO Safety Net in America Today),Americans are living paycheck to paycheck! Will this be the future of America?! What do you think? If you are looking to buy or sell ...,2026-03-20,19377,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,3DyhhJoZOPM,https://www.youtube.com/watch?v=3DyhhJoZOPM,"Payday Routine 2026: How I Budget, Save &amp; Invest Every Paycheck","It's payday and I'm walking you through my ENTIRE money routine—bills, savings, investing, debt payoff, and cash stuffing. This is ...",2026-04-02,12260,,LEVEL_1_AWARE,
paycheck to paycheck,4n8fBthepDA,https://www.youtube.com/watch?v=4n8fBthepDA,Why Even High Earners Are Living Paycheck To Paycheck,"Many people assume earning a six-figure salary guarantees financial comfort. But for a growing number of professionals, that isn't ...",2026-03-17,1787,paycheck to paycheck,LEVEL_2_STRUGGLING,
paycheck to paycheck,yqFpYz9F8OQ,https://www.youtube.com/watch?v=yqFpYz9F8OQ,My paycheck is $63??? #shortvideo #viralvideo #comentarios #film,,2026-03-31,84553,,LEVEL_1_AWARE,
paycheck to paycheck,TDELR2fLn8I,https://www.youtube.com/watch?v=TDELR2fLn8I,WARNING! The TRUTH About Living Paycheck To Paycheck,Get My Budget Tracker For FREE!: https://offer.bucknermedia.com/optin ▻ Sign-up for a 1-on-1 Coaching Call (both YouTube and ...,2026-03-09,80069,paycheck to paycheck,LEVEL_2_STRUGGLING,
