uri,text,author_handle,like_count,reply_count,repost_count,category,created_at,search_term,metric
at://did:plc:rbffgd2zo6r7rmnklo2nlyy5/app.bsky.feed.post/3mjmqsfrwyc25,living paycheck to paycheck was replaced by living tariff pause to tariff pause and is now being replaced by living ceasefire to ceasefire,josephpolitano.bsky.social,350,11,68,LEVEL_2_STRUGGLING,2026-04-16T15:43:14.093Z,paycheck to paycheck,wage_stagnation
at://did:plc:t6zdffps6m4wgyk5zvbcrbsa/app.bsky.feed.post/3mjuimnu6vc2n,"It isn’t just being nice and giving things away to the “undeserving”*. 

It works BETTER and is CHEAPER!

*someone you know works paycheck to paycheck and is vulnerable to homelessness right now.",joepoulin.bsky.social,59,1,24,LEVEL_2_STRUGGLING,2026-04-19T17:38:09.200Z,paycheck to paycheck,wage_stagnation
at://did:plc:oiswqcg2r6magrkdb5xxyczu/app.bsky.feed.post/3mjug35zkxs26,"""🤓erm, actually aid to israel is good for the US because it mostly goes to US companies!""

So you're telling me aid to Israel is transferring some of my paycheck directly to Raytheon? And along the way Israel gets a weapon to kill a Palestinian kid?

You think that's *good*?",someforeignfield.bsky.social,151,1,23,LEVEL_1_AWARE,2026-04-19T16:52:34.690Z,paycheck to paycheck,wage_stagnation
at://did:plc:oqvuz4bdkdgk2oi3kr5u6hh2/app.bsky.feed.post/3mjqacnaldk2p,"Considering how many people live paycheck to paycheck in the richest country in the world, $500+ for a rank ass festival is out of budget for most. But way to paint yourself as obtuse.",arubamas.bsky.social,23,1,0,LEVEL_2_STRUGGLING,2026-04-18T00:58:44.127Z,paycheck to paycheck,wage_stagnation
at://did:plc:lrw4cnptopspeg5tthztcliw/app.bsky.feed.post/3mjoyablb2t2l,"While more than half of Americans live paycheck to paycheck, Trump is trying to increase the war budget by more than 42%, to $1.5 TRILLION, more than the next 35 countries combined. 

We need to prioritize everyday Americans, not wealthy defense contractors.",pocan.house.gov,39,0,17,LEVEL_2_STRUGGLING,2026-04-17T13:01:35.090Z,paycheck to paycheck,wage_stagnation
at://did:plc:ql4ykel4bgsqzslwsa3lflh2/app.bsky.feed.post/3mjmpaek2a22q,"Just because you won $500 on a lottery scratch off this month, doesn’t mean that your long term financial situation has improved.

You’re still living paycheck to paycheck and hoping that maybe next month you’ll get lucky again.",prune602.bsky.social,66,0,1,LEVEL_2_STRUGGLING,2026-04-16T15:15:15.065Z,paycheck to paycheck,wage_stagnation
at://did:plc:ql4ykel4bgsqzslwsa3lflh2/app.bsky.feed.post/3mjmp4g3otc2q,"The biggest take away here is that the Russian government lacks the ability to accurately plan things long term.

They are stuck reacting to the events that unfold around them, and trying to deal with them the best they can.

It’s like living paycheck to paycheck",prune602.bsky.social,69,2,1,LEVEL_2_STRUGGLING,2026-04-16T15:13:02.474Z,paycheck to paycheck,wage_stagnation
at://did:plc:jcats4toei4ybf5ibk3njty3/app.bsky.feed.post/3mjud6j56du27,"“We’re mired in this conversation about wokeism, which I don’t think is particularly useful to any of us when our schools are closing, our students have no clear pathways, they’re in debt, our teachers are living paycheck to paycheck and our workers don’t have any sense of stability.”",aaup.org,22,0,10,LEVEL_2_STRUGGLING,2026-04-19T16:00:45.140Z,paycheck to paycheck,wage_stagnation
at://did:plc:usxjoi7wbophs4lbncaqgmco/app.bsky.feed.post/3mjsjf4l6k22d,And we know Sean Hannity hates trump. So his loyalty isn’t to Trump it’s to his paycheck and his grift.,lindavt.bsky.social,17,1,1,LEVEL_1_AWARE,2026-04-18T22:46:30.464Z,paycheck to paycheck,wage_stagnation
at://did:plc:wlvvydeyjpiafdpnuzma4mzl/app.bsky.feed.post/3mjkek7fowk2w,"It's not just about coffee and banana prices.

We can't afford to buy homes. Student debt & healthcare bills are crushing us. We're told we're ""middle class"" but we're living paycheck-to-paycheck.

Egg prices going ⬇️ can't fix what decades of trickle-down economics broke. #TrumpRiggedYourTaxReturn",catdamama.bsky.social,166,6,75,LEVEL_1_AWARE,2026-04-15T16:58:34.586Z,paycheck to paycheck,wage_stagnation
at://did:plc:7ksbxruddrzxyof3h4hv34hz/app.bsky.feed.post/3mjtrrdqyvc2r,Why are the ”wonks”  freaking out? Working class folks need this kind of relief now… that’s why @AFT  is aggressively advocating for this relief for workers and families that live paycheck to paycheck www.nytimes.com/2026/04/19/b...,rweingarten.bsky.social,13,3,6,LEVEL_2_STRUGGLING,2026-04-19T10:49:10.321Z,paycheck to paycheck,wage_stagnation
at://did:plc:rmbfqraibpzbhjghsxrvksyr/app.bsky.feed.post/3mjptde3kns26,I’m fighting so that no one has to choose between their health and well-being or that of a loved one and losing a paycheck. 2/2,kim.senate.gov,33,1,4,LEVEL_1_AWARE,2026-04-17T21:06:25.001Z,paycheck to paycheck,wage_stagnation
at://did:plc:cvtcblim4q5xoccxewthdda7/app.bsky.feed.post/3mjk326zgoc23,"""My Campaign is Living Paycheck to Paycheck, but Aren’t We All?"" 

As our Q1 fundraising numbers come out today, I have some thoughts to share, and some news about the grassroots momentum coming together behind our campaign.

michaelsalzillo17.substack.com/p/my-campaig...",senadorajulie.bsky.social,120,2,31,LEVEL_2_STRUGGLING,2026-04-15T14:08:33.637Z,paycheck to paycheck,wage_stagnation
at://did:plc:shau7hloektsscw4q6vahuhh/app.bsky.feed.post/3mjnudhrhz22o,"It ain't their ""frustration with modern dating"" that caused this, it's being rich assholes who want a Stepford Wife that did it. 

There ain't anybody living paycheck to paycheck traveling abroad to pick up chicks. 🤷",thehorrorguru.bsky.social,41,4,13,LEVEL_2_STRUGGLING,2026-04-17T02:19:07.565Z,paycheck to paycheck,wage_stagnation
at://did:plc:672dbym5t2u4skt3nr4px53v/app.bsky.feed.post/3mjpqfszp2k2u,"The right of unarmed children to live pales before the NEED of sociopathic nazis to collect a paycheck, you know? Anyway, what do we think of ICE? They just want paychecks and healthcare too.",benjanun.bsky.social,39,2,3,LEVEL_1_AWARE,2026-04-17T20:14:10.987Z,paycheck to paycheck,wage_stagnation
at://did:plc:n2ggnqsgevff2sjo3gr25z7z/app.bsky.feed.post/3mjqr7ghbjc2h,I hope that all of the insider trading/tips are investigated & ppl are held accountable when the Dems take over. It's demoralizing that millions of ppl in the US are living paycheck to paycheck while these illegal acts occur several times a week.,tazz2023.bsky.social,11,0,2,LEVEL_2_STRUGGLING,2026-04-18T06:01:09.953Z,paycheck to paycheck,wage_stagnation
at://did:plc:t57yrnscd3teyial2zpymqd4/app.bsky.feed.post/3mjozzjpw2s24,"""I don't like the government but I'll put up with a lot of bullshit up to and including a violent death for free healthcare, a reliable paycheck, GI Bill, and a generous defined benefit pension I can draw at 37 years old"" describes *a lot* of people in the military",thinkingbayonet.bsky.social,107,5,9,LEVEL_1_AWARE,2026-04-17T13:33:36.256Z,paycheck to paycheck,wage_stagnation
at://did:plc:r2eeemq6grdavcrjiez7njl5/app.bsky.feed.post/3mjrieup7as2y,"Other day on here someone got mad at me for being happy about my job and compensation and tried to claim that $20 an hour is wage theft. Which I feel really devalues the term when my former employer did actual ""call me you in for overtime and leave the hours of your paycheck"" wage theft.",weedle.bsky.social,72,2,3,LEVEL_1_AWARE,2026-04-18T12:55:48.726Z,paycheck to paycheck,wage_stagnation
at://did:plc:sti6kppsf2mdu2wwywgq6e5v/app.bsky.feed.post/3mjnovti7f225,"I’m livid. Look at how the oligarchs and tech companies pay no taxes. We live paycheck to paycheck, and owe money to a government that is murdering children and kidnapping people and putting them in death camps. This cannot continue.",plutoniary.bsky.social,27,3,2,LEVEL_2_STRUGGLING,2026-04-17T00:42:01.373Z,paycheck to paycheck,wage_stagnation
at://did:plc:eworrzpfd7pyutyov2ezdfnw/app.bsky.feed.post/3mjngm6yfjk2v,Wish I had one of those jobs that makes enough money that I'm not living paycheck to paycheck and didn't have to stress so much about losing my job.,scarritt.bsky.social,12,0,0,LEVEL_2_STRUGGLING,2026-04-16T22:13:27.958Z,paycheck to paycheck,wage_stagnation
at://did:plc:hkfrc6xn4v35v4a4kyh4yckp/app.bsky.feed.post/3mjslhpohks2e,"“Paycheck to paycheck” is such a funny way to me to describe the lower class, because I literally don’t know anyone in my social groups who isn’t living paycheck to paycheck like, lol",princesslux.bsky.social,3,1,0,LEVEL_2_STRUGGLING,2026-04-18T23:23:45.088Z,paycheck to paycheck,wage_stagnation
at://did:plc:tprekmr7yk3xsafl7myqa62z/app.bsky.feed.post/3mjfihqfbck2e,"Here's a harsh truth, folks. Unless you're extremely lucky, there's really no money to be made working in indie animation.

I've written for some of the biggest shows out there, including TADC, Lackadaisy & Hazbin Hotel's pilot, yet I still struggle to live paycheck to paycheck.",cadaverdave.com,1178,10,237,LEVEL_2_STRUGGLING,2026-04-13T18:25:28.011Z,paycheck to paycheck,wage_stagnation
at://did:plc:xfby3tkxscrmqz4pd6trvsw7/app.bsky.feed.post/3mjpkcxksts2i,"Hate to departure from the pinned goal yet once again, but hierarchy of needs don't stop. 

Trying to raise $100 for groceries and essential toiletries to make it to next paycheck. 💕💸
 
Paypal: paypal.me/xodanix3?cou...

CA & Venmo: doublerainbowomg",xodanix3.bsky.social,25,0,34,LEVEL_1_AWARE,2026-04-17T18:25:12.628Z,paycheck to paycheck,wage_stagnation
at://did:plc:q36m2kbnysxcmympou24j35g/app.bsky.feed.post/3mjlges6bbc2a,"Spare us, Tucker. You’re the one who elevated Trump as Jesus to the MAGA cult for a decade on Fox, solely to collect a paycheck",falrising.bsky.social,37,1,5,LEVEL_1_AWARE,2026-04-16T03:04:00.162Z,paycheck to paycheck,wage_stagnation
at://did:plc:3z76tdd2mj3elsod7bxykjdg/app.bsky.feed.post/3mjug77xyck2s,using my silly paycheck to buy fanmade plushies,stilshrine.bsky.social,4,0,0,LEVEL_1_AWARE,2026-04-19T16:54:50.954Z,paycheck to paycheck,wage_stagnation
at://did:plc:fxbwf5aiusqfnuuz4gf4c5nl/app.bsky.feed.post/3mjpkfhswjs26,"13 days until my paycheck! I’m in a mourning period. The best way to help right now?

> bookings
> subscriptions
> tributes

linktr.ee/dominalaveau",minalaveau.bsky.social,20,0,19,LEVEL_1_AWARE,2026-04-17T18:26:36.779Z,paycheck to paycheck,wage_stagnation
