search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
can't afford rent on salary,JDbA9ubLUOQ,https://www.youtube.com/watch?v=JDbA9ubLUOQ,The Rent Apocalypse: 10 Cities Where Even Doctors Can’t Afford a Home,The Rent Apocalypse: 10 Cities Where Even Doctors Can't Afford a Home A doctor in America makes $374000 a year.,2026-02-18,166,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,MoX-F44ufA8,https://www.youtube.com/watch?v=MoX-F44ufA8,Why THOUSANDS Are Choosing to Live in Hotels Over Apartments,"More Americans are living in hotels full-time because they can't afford rent, can't pass apartment requirements, or are stuck in a ...",2026-04-09,4115,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,vehrXuPCzGY,https://www.youtube.com/watch?v=vehrXuPCzGY,“I can’t afford to NOT pay rent!” -Elderly woman explains her frustration with her greedy landlord.,,2026-01-16,1788191,,LEVEL_1_AWARE,
can't afford rent on salary,gueVjrRKZg8,https://www.youtube.com/watch?v=gueVjrRKZg8,A Philosopher Explains Why He Can’t Pay This Month’s Rent,The real question: why is the rent? #makesomenoise #dropout #improv ➡️ Go to Dropout.tv to watch new Make Some Noise ...,2026-03-14,1046846,,LEVEL_1_AWARE,
can't afford rent on salary,d0Fpeb1O7z8,https://www.youtube.com/watch?v=d0Fpeb1O7z8,Can&#39;t Afford Rent? Here&#39;s Why Landlords Use the 3X Rule,"RentVsBuy #Homeownership #FamilyFinance This video examines the challenges of meeting landlord requirements, specifically ...",2026-03-11,2823,,LEVEL_1_AWARE,
can't afford rent on salary,_En1hkg61BY,https://www.youtube.com/watch?v=_En1hkg61BY,"When journalists can’t afford rent, one newsroom buys them a home","When a newsroom can't hire reporters, the problem isn't always pay — sometimes it's rent. In one coastal community, the cost of ...",2026-02-21,49,,LEVEL_1_AWARE,
can't afford rent on salary,_qR29OPaF-g,https://www.youtube.com/watch?v=_qR29OPaF-g,Millions Are Living In Sheds And Storage Units Because They Can&#39;t Afford Rent Anymore,"Millions of Americans are now living in sheds, storage units, cars, RVs, and makeshift shelters — not by choice, but because rent ...",2026-01-31,4545,,LEVEL_1_AWARE,
can't afford rent on salary,8Eq2Y8z8dq4,https://www.youtube.com/watch?v=8Eq2Y8z8dq4,🤯 &quot;I CAN&#39;T PAY ANY OF THEM!&quot; Americans Are Breaking Down Over Their Bills In 2026.,"Americans are sitting down to pay their bills and completely breaking down in tears — rent, utilities, car notes, groceries all due at ...",2026-04-07,9583,,LEVEL_1_AWARE,
can't afford rent on salary,eSly44yD8lU,https://www.youtube.com/watch?v=eSly44yD8lU,40% of Americans Can’t Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026),40% of Americans Can't Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026) Video description: America ...,2026-02-17,5085,"homeless, can't afford",LEVEL_3_CRISIS,
can't afford rent on salary,5q_Ik8-TZ94,https://www.youtube.com/watch?v=5q_Ik8-TZ94,Couple Can&#39;t Afford Rent After Spending $1k at Mcdonald&#39;s,"Download Dollarwise- 6.0 Is Now LIVE* - Big Deals, New Features, Free Trial: https://bit.ly/46fiDYP THESE MESSAGES ...",2026-03-06,1521576,,LEVEL_1_AWARE,
