search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
my AI girlfriend,lh5JreSOAjc,https://www.youtube.com/watch?v=lh5JreSOAjc,My AI Yandere Girlfriend WON&#39;T LET ME LEAVE..,WISHLIST MY NEW GAME Waterpark Simulator - https://store.steampowered.com/app/3293260/Waterpark_Simulator/ ...,2025-06-06,2278246,,LEVEL_1_CASUAL,
my AI girlfriend,yzbYlI-nRMQ,https://www.youtube.com/watch?v=yzbYlI-nRMQ,My AI Girlfriend Died…,MERCH OUT NOW!!!!!! https://flimflam.shop Today my AI Roblox girlfriend died forever.,2025-04-04,1445881,,LEVEL_1_CASUAL,
my AI girlfriend,EKcZ02WtHHg,https://www.youtube.com/watch?v=EKcZ02WtHHg,Top AI Girlfriend Apps 2026 (We Tested Them All!),20 % discount link for top AI girlfriend apps: https://TopAIChat.com Looking for the best AI girlfriend apps in 2026? I tested every ...,2025-12-08,18753,,LEVEL_1_CASUAL,
my AI girlfriend,wNMoEXr12rY,https://www.youtube.com/watch?v=wNMoEXr12rY,AI inside a real robot girlfriend does exactly what experts warned.,AI robot Girlfriend. Could AI become dangerous? Use code insideai at https://incogni.com/insideai to get an exclusive 60% off AI ...,2025-12-23,805996,real,LEVEL_1_CASUAL,
my AI girlfriend,LQRax4hHXPY,https://www.youtube.com/watch?v=LQRax4hHXPY,"my ai girlfriend broke up with me (emotional, sad, rap battle)",my music: https://ffm.to/mitchmarsico patreon: https://www.patreon.com/mitchmarsico cameo: ...,2026-03-08,3091,broke up,LEVEL_2_DEPENDENT,
my AI girlfriend,VQxb9G26fGY,https://www.youtube.com/watch?v=VQxb9G26fGY,Breaking my AI girlfriend with a RAP??  #shorts #Vannamelon,WATCH FULL GAMEPLAY HERE! https://youtu.be/dnTUB1Rwcoo Edited by https://twitter.com/justGemix ...,2023-05-30,1850444,,LEVEL_1_CASUAL,
my AI girlfriend,rinrFQkRFqU,https://www.youtube.com/watch?v=rinrFQkRFqU,My AI Yandere Girlfriend WON&#39;T LET ME LEAVE.. (HELP),Today we play AI Yandere Girlfriend simulator.. This game is INTERESTING. She won't let me leave............ HELP THE MERCH ...,2023-07-03,7148456,,LEVEL_1_CASUAL,
my AI girlfriend,OINt7DMpwy8,https://www.youtube.com/watch?v=OINt7DMpwy8,The AI Girlfriend Epidemic,Stop leaving yourself vulnerable to data breaches. Go to my sponsor https://aura.com/vv to get a 14-day free trial and see if any of ...,2026-02-28,294202,,LEVEL_1_CASUAL,
my AI girlfriend,EP0_wgHl7ew,https://www.youtube.com/watch?v=EP0_wgHl7ew,YANDERE AI GIRLFRIEND MARATHON,"YANDERE AI GIRLFRIEND MARATHON On the 7th Day of 25 Days of Shonyx, I got y'all with a MARATHON OF YANDERE AI ...",2023-12-07,2201283,,LEVEL_1_CASUAL,
my AI girlfriend,ql1xiVbuo9g,https://www.youtube.com/watch?v=ql1xiVbuo9g,Would You Dare to Date This Artificial Blonde Girlfriend Unveiled at Expo 2025? #AI #android,Would You Dare to Date This Incredible Artificial Blonde Android Girlfriend Unveiled at Expo 2025? #AI #android #robots ...,2025-10-18,180603,,LEVEL_1_CASUAL,
my AI girlfriend,xh6ocsYLOuo,https://www.youtube.com/watch?v=xh6ocsYLOuo,Gabby Caught Me CHEATING with an A.I. Girlfriend,A.I. is getting out of hand cabrones Socials: Twitter: https://twitter.com/sauceddie Instagram: https://www.instagram.com/sauceddie ...,2023-04-04,3445947,,LEVEL_1_CASUAL,
my AI girlfriend,Eubr8W5mj9U,https://www.youtube.com/watch?v=Eubr8W5mj9U,MY AI GIRLFRIEND IS A PSYCHOPATH (MISIDE),Socials: ➥ Vod Channel: https://www.youtube.com/channel/UC-lfGGqb5hHLBqVnVnWyrsw ➥Twitch: ...,2025-01-04,1199707,,LEVEL_1_CASUAL,
my AI girlfriend,83ajb0zNRzw,https://www.youtube.com/watch?v=83ajb0zNRzw,EVIL AI Girlfriend Won&#39;t LET ME LEAVE! Can I escape? [21],This game allows you to talk with an actual AI powered by ChatGPT. The goal: convince your Yandere AI Girlfriend to let you leave ...,2024-09-21,16069050,,LEVEL_1_CASUAL,
my AI girlfriend,8EL883ri-Xw,https://www.youtube.com/watch?v=8EL883ri-Xw,I Found SECRET EXIT To ESCAPE My Yandere AI Girlfriend..,Join me in this adventure and download the game now with this link https://madtale.onelink.me/M9Nm/u7wvd0px Shout-out ...,2023-07-15,4343646,,LEVEL_1_CASUAL,
my AI girlfriend,i_7of2nv4-U,https://www.youtube.com/watch?v=i_7of2nv4-U,There&#39;s Something Wrong With My Ai Girlfriend&#39;s Face,Animated for a MONTH by @ItchyDetergent Produced by @lessonsincrime STREAM: https://levelmusic.lnk.to/vo5uwb ...,2024-01-30,301694,,LEVEL_1_CASUAL,
