search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
never own a home,VcaRpreOitA,https://www.youtube.com/watch?v=VcaRpreOitA,You Will Never Own a Home #singersongwriter #music #folk #realestate,,2025-07-18,550739,will never own,LEVEL_3_CRISIS,
never own a home,rNCCyer1onA,https://www.youtube.com/watch?v=rNCCyer1onA,You’ll NEVER Own A Home Unless… 😳 #shorts,You'll NEVER Own A Home Unless…,2022-08-04,11527349,,LEVEL_1_AWARE,
never own a home,Ss5u5mL5vs8,https://www.youtube.com/watch?v=Ss5u5mL5vs8,The Evil Plan For YOU To NEVER Own A Home,There's an evil plan by Wall Street to make sure regular people like you never own a home. Private equity firms are buying up ...,2025-09-25,83150,private equity,LEVEL_1_AWARE,
never own a home,t4XFnbRUsX4,https://www.youtube.com/watch?v=t4XFnbRUsX4,I Feel Like We&#39;ll Never Own A House!,Start eliminating debt for free with EveryDollar - https://ter.li/3w6nto Have a question for the show? Call 888-825-5225 ...,2022-12-16,49505,,LEVEL_1_AWARE,
never own a home,RDa5YV8lvTA,https://www.youtube.com/watch?v=RDa5YV8lvTA,Is It Okay to NEVER Own a Home?,"Is it okay to NEVER own a home? If you move frequently, it may not make sense to buy a home. Is this alright or should everyone ...",2023-10-21,15351,,LEVEL_1_AWARE,
never own a home,CKIaDSCGV6c,https://www.youtube.com/watch?v=CKIaDSCGV6c,Why Young People Will Never Own a Home,What Happens When Young People Can't Afford Homes? Join this channel to get access to perks: ...,2025-04-30,14872,will never own,LEVEL_3_CRISIS,
never own a home,mDojlJRuj3A,https://www.youtube.com/watch?v=mDojlJRuj3A,Why You Will Never Own Your Home - Property Taxes. 📃🏡🔑 #taxes #realestate #housing #money #housing,Don't Fall For This Realtor Trick - Multiple Offers ok a House ✋️ #Realtor #realestateagent #money #realestate #housing ...,2023-10-25,1594,will never own,LEVEL_3_CRISIS,
never own a home,-w_kQ-4q8cc,https://www.youtube.com/watch?v=-w_kQ-4q8cc,why i will never own a home (reality of being a gen Z),"why i will never own a home (reality of being a genZ) I'm 24, make a solid income as a software engineer, and everyone tells me I ...",2025-09-24,62794,will never own,LEVEL_3_CRISIS,
never own a home,bqdPtjxzQaE,https://www.youtube.com/watch?v=bqdPtjxzQaE,Why Nobody Can Afford a Home Anymore,"Ever wondered why buying a home today feels impossible, even if you earn a decent salary? Why your parents bought houses ...",2025-10-26,396861,,LEVEL_1_AWARE,
priced out of housing market,fAhx092qtRg,https://www.youtube.com/watch?v=fAhx092qtRg,"Americans being priced out of housing market, study finds","Millions of Americans are being priced out of home ownership, according to a new study by the Harvard Joint Center for Housing ...",2024-06-20,62357,priced out,LEVEL_2_FRUSTRATED,
priced out of housing market,NyDleLT6nxQ,https://www.youtube.com/watch?v=NyDleLT6nxQ,How Much Worse Can Home Prices Possibly Get?,Looking to grow your business online? Get started today with a free 15-day trial from Odoo https://www.odoo.com/r/8shr ----- Sign ...,2025-11-12,650857,,LEVEL_1_AWARE,
priced out of housing market,5lW0ruPVNbg,https://www.youtube.com/watch?v=5lW0ruPVNbg,Priced out: More Americans renting rather than buying,"With the cost of home ownership soaring, many are finding themselves priced out of owning a home and are turning to rentals.",2025-06-21,125507,priced out,LEVEL_2_FRUSTRATED,
priced out of housing market,1zjcZ661ups,https://www.youtube.com/watch?v=1zjcZ661ups,If Nobody Can Afford A Home... Who&#39;s Going To Buy Them?,Sign up for my FREE newsletter! - https://www.compoundeddaily.com/ Support me on Patreon ...,2023-09-11,4019814,,LEVEL_1_AWARE,
priced out of housing market,8IogbdwmNUM,https://www.youtube.com/watch?v=8IogbdwmNUM,Housing Bubble 2.0 - 9 Million People Priced Out of the Housing Market - Affordability Crisis,Housing Bubble 2.0 - 9 Million People Priced Out of the Housing Market - Affordability Crisis With Home Price Appreciation still ...,2022-04-12,9151,priced out,LEVEL_2_FRUSTRATED,
